FIR_ID,MIN_LVL,MAX_LVL,fir_geometry
WAAFFIR,0,999,"[(4.0, 132.0), (4.0, 120.0), (4.0, 118.0), (4.18139, 117.87833), (4.17806, 117.43583), (4.37028, 117.20861), (4.32417, 116.8175), (4.28833, 116.42722), (4.38528, 116.3325), (4.33333, 116.1), (4.26611, 116.06139), (4.38528, 115.86722), (4.25, 115.76667), (3.9175, 115.61667), (3.6, 115.56667), (3.43222, 115.64639), (3.45, 115.58333), (3.04472, 115.505), (2.98333, 115.33333), (3.05, 115.28333), (2.81667, 115.1), (2.61833, 115.08639), (2.50528, 115.23333), (2.25, 114.85667), (2.26083, 114.81472), (2.01667, 114.8), (2.03333, 114.88333), (1.92194, 114.87361), (1.84194, 114.71806), (1.66667, 114.7), (1.42972, 114.56139), (1.4975, 114.37611), (1.43722, 114.15056), (1.37528, 113.80889), (1.20667, 113.65306), (1.21667, 113.58333), (-3.0, 110.38333), (-8.33333, 110.38333), (-12.0, 114.5), (-12.0, 120.0), (-12.0, 123.33333), (-10.64056, 125.13361), (-10.31444, 125.55861), (-9.88167, 126.12333), (-9.62944, 126.45), (-9.45194, 126.67972), (-9.33333, 126.83333), (-9.29944, 126.95694), (-9.08833, 127.72833), (-8.54667, 129.665), (-8.07333, 131.32667), (-7.4, 133.59167), (-7.0, 135.0), (-8.85833, 138.06667), (-9.83333, 139.66667), (-9.83333, 141.0), (-9.61667, 141.01833), (-9.19167, 141.01833), (-6.89278, 141.01833), (-6.84222, 140.89833), (-6.60417, 140.87028), (-6.46778, 140.93056), (-6.33333, 141.0), (-2.555, 141.0), (0.0, 141.0), (3.5, 141.0), (3.5, 133.55), (3.5, 133.0), (3.5, 132.0), (4.0, 132.0)]"
WBFCFIR,0,999,"[(1.0, 108.96667), (1.15, 108.91667), (1.43333, 109.03333), (1.91667, 109.31667), (2.06361, 109.58361), (2.08333, 109.63333), (1.91667, 109.53333), (1.61667, 109.65), (1.2, 110.14167), (0.9, 110.46667), (1.02833, 111.45694), (1.13333, 112.08333), (1.56667, 112.63333), (1.21667, 113.58333), (1.20667, 113.65306), (1.37528, 113.80889), (1.43722, 114.15056), (1.4975, 114.37611), (1.42972, 114.56139), (1.66667, 114.7), (1.84194, 114.71806), (1.92194, 114.87361), (2.03333, 114.88333), (2.01667, 114.8), (2.26083, 114.81472), (2.25, 114.85667), (2.50528, 115.23333), (2.61833, 115.08639), (2.81667, 115.1), (3.05, 115.28333), (2.98333, 115.33333), (3.04472, 115.505), (3.45, 115.58333), (3.43222, 115.64639), (3.6, 115.56667), (3.9175, 115.61667), (4.25, 115.76667), (4.38528, 115.86722), (4.26611, 116.06139), (4.33333, 116.1), (4.38528, 116.3325), (4.28833, 116.42722), (4.32417, 116.8175), (4.37028, 117.20861), (4.17806, 117.43583), (4.18139, 117.87833), (4.0, 118.0), (4.0, 120.0), (7.5, 117.5), (8.41667, 116.5), (6.0, 113.25), (2.25, 108.5), (2.0, 108.5), (1.0, 108.5), (1.0, 108.96667)]"
WIIFFIR,0,999,"[(1.21667, 113.58333), (1.56667, 112.63333), (1.13333, 112.08333), (1.02833, 111.45694), (0.9, 110.46667), (1.2, 110.14167), (1.61667, 109.65), (1.91667, 109.53333), (2.08333, 109.63333), (2.06361, 109.58361), (1.91667, 109.31667), (1.43333, 109.03333), (1.15, 108.91667), (1.0, 108.96667), (0.52778, 108.81278), (0.3, 109.0), (0.0, 109.0), (0.0, 108.0), (-0.83333, 106.0), (0.0, 105.16667), (0.0, 104.76667), (-0.25, 104.25), (-0.26667, 103.61667), (0.0, 103.0), (0.21194, 102.7), (0.5675, 102.3525), (0.7, 102.27), (1.3975, 102.13778), (1.65, 102.16667), (1.765, 102.04333), (2.20667, 101.56333), (3.39972, 100.29194), (4.29167, 99.33333), (5.25833, 98.3), (6.0, 97.5), (6.0, 97.0), (6.0, 95.50833), (6.0, 94.66611), (6.0, 94.41667), (6.0, 93.08333), (6.0, 92.0), (-2.0, 92.0), (-3.49167, 94.165), (-9.0075, 102.35222), (-12.0, 107.0), (-12.0, 114.5), (-8.33333, 110.38333), (-3.0, 110.38333), (1.21667, 113.58333)]"
WMFCFIR,0,999,"[(10.0, 94.41667), (9.72444, 94.41667), (8.575, 94.41667), (7.97833, 94.41667), (7.51694, 94.41667), (7.13667, 94.41667), (6.60389, 94.41667), (6.0, 94.41667), (6.0, 94.66611), (6.0, 95.50833), (6.0, 97.0), (6.0, 97.5), (5.25833, 98.3), (4.29167, 99.33333), (3.39972, 100.29194), (2.20667, 101.56333), (1.765, 102.04333), (1.65, 102.16667), (1.385, 102.98444), (1.265, 103.35), (1.21667, 103.5), (1.32444, 103.61944), (1.34361, 103.62944), (1.42778, 103.68333), (1.46111, 103.72778), (1.43944, 103.74306), (1.44722, 103.7625), (1.475, 103.825), (1.43333, 103.87778), (1.42222, 103.93333), (1.43056, 104.02806), (1.43333, 104.06667), (1.4, 104.1), (1.37778, 104.08), (1.33333, 104.11667), (1.33333, 104.33333), (2.6, 104.75), (2.69, 104.65833), (2.87333, 104.47167), (3.055, 104.28667), (3.17833, 104.16167), (3.24167, 104.09833), (3.32667, 104.01333), (3.40889, 103.92889), (3.51333, 103.82333), (3.60667, 103.72833), (3.66667, 103.66667), (3.84333, 103.67667), (4.83333, 103.73333), (5.75333, 103.22333), (6.0, 103.08333), (6.48, 102.81667), (6.75, 102.66667), (6.305, 102.29556), (6.285, 102.2775), (6.26556, 102.26167), (6.25, 102.25), (6.23472, 102.09556), (6.19139, 102.08694), (6.15306, 102.09056), (6.12111, 102.09556), (6.08167, 102.0675), (6.03306, 102.005), (6.015, 101.96778), (5.97667, 101.95194), (5.92917, 101.94028), (5.87194, 101.94806), (5.84472, 101.92806), (5.82639, 101.89139), (5.78611, 101.86667), (5.78444, 101.85083), (5.77667, 101.845), (5.75639, 101.84194), (5.74222, 101.83028), (5.73944, 101.82139), (5.74917, 101.79194), (5.76028, 101.78028), (5.77667, 101.77722), (5.78778, 101.76361), (5.78972, 101.74722), (5.77472, 101.72278), (5.76278, 101.71278), (5.76083, 101.70222), (5.765, 101.69222), (5.77361, 101.69194), (5.79222, 101.67667), (5.80389, 101.67028), (5.81389, 101.66333), (5.83694, 101.65583), (5.85806, 101.66), (5.86167, 101.6575), (5.87056, 101.63139), (5.91417, 101.61417), (5.91083, 101.59306), (5.91667, 101.57306), (5.90667, 101.55028), (5.88861, 101.52167), (5.87778, 101.49944), (5.865, 101.46778), (5.86167, 101.44667), (5.86444, 101.43361), (5.85889, 101.40639), (5.83194, 101.38333), (5.81083, 101.35639), (5.80806, 101.34639), (5.81167, 101.32583), (5.80722, 101.31), (5.81083, 101.29333), (5.80389, 101.28361), (5.78667, 101.27083), (5.76056, 101.26278), (5.73194, 101.25389), (5.71194, 101.25778), (5.70889, 101.25611), (5.70278, 101.25333), (5.68556, 101.22889), (5.675, 101.22722), (5.65583, 101.19972), (5.63861, 101.16861), (5.63222, 101.14861), (5.63278, 101.13972), (5.64, 101.12944), (5.65111, 101.12111), (5.67861, 101.11056), (5.6975, 101.09972), (5.71472, 101.09528), (5.7275, 101.06222), (5.7275, 101.03278), (5.73194, 101.02528), (5.77028, 101.00472), (5.77778, 100.99583), (5.79, 100.99028), (5.80917, 100.99306), (5.82278, 101.00083), (5.83361, 101.01056), (5.87111, 101.02806), (5.88306, 101.02889), (5.89556, 101.03583), (5.90889, 101.05056), (5.91333, 101.06583), (5.92167, 101.09611), (5.93194, 101.10417), (5.96778, 101.105), (5.98361, 101.11833), (6.01083, 101.11861), (6.03972, 101.10472), (6.06222, 101.11028), (6.09361, 101.12), (6.10611, 101.1175), (6.13472, 101.07889), (6.14583, 101.07556), (6.17111, 101.08472), (6.18333, 101.12083), (6.1925, 101.12222), (6.22528, 101.11611), (6.245, 101.11556), (6.25028, 101.11222), (6.25306, 101.10028), (6.24306, 101.04472), (6.24694, 101.02861), (6.27444, 101.0025), (6.27667, 100.99333), (6.26472, 100.97472), (6.24944, 100.96083), (6.24111, 100.95583), (6.23778, 100.94361), (6.24306, 100.90944), (6.25028, 100.87806), (6.23389, 100.86222), (6.23472, 100.85667), (6.25167, 100.85083), (6.29222, 100.84778), (6.30667, 100.84944), (6.32444, 100.85861), (6.33167, 100.84833), (6.36722, 100.83472), (6.40861, 100.83667), (6.42083, 100.83306), (6.43611, 100.82167), (6.445, 100.81083), (6.45167, 100.78444), (6.45056, 100.7675), (6.45944, 100.75806), (6.50028, 100.75306), (6.50222, 100.7475), (6.47889, 100.71278), (6.44889, 100.67056), (6.44694, 100.65972), (6.48333, 100.56417), (6.48528, 100.54972), (6.48889, 100.53667), (6.49444, 100.5225), (6.51694, 100.50778), (6.52333, 100.49472), (6.51667, 100.48028), (6.52194, 100.46667), (6.51528, 100.4375), (6.52, 100.42778), (6.53556, 100.40194), (6.53611, 100.38722), (6.54417, 100.37417), (6.57889, 100.34972), (6.57889, 100.33889), (6.58972, 100.33333), (6.62833, 100.33), (6.64667, 100.32472), (6.66083, 100.31639), (6.69944, 100.30306), (6.70306, 100.29444), (6.70333, 100.28778), (6.69972, 100.28139), (6.69889, 100.27667), (6.70611, 100.26306), (6.70667, 100.26083), (6.6875, 100.2525), (6.68472, 100.24417), (6.70694, 100.22694), (6.70944, 100.21611), (6.70611, 100.19972), (6.69167, 100.19167), (6.63889, 100.18306), (6.6275, 100.17472), (6.62111, 100.17417), (6.59306, 100.18667), (6.55806, 100.18944), (6.53639, 100.17083), (6.51139, 100.17361), (6.47861, 100.17139), (6.44083, 100.14583), (6.42139, 100.12444), (6.39861, 100.04), (6.55667, 99.88083), (6.42222, 99.57583), (6.5, 99.5), (7.25, 98.0), (7.77111, 97.71583), (8.07611, 97.55), (10.0, 96.5), (10.0, 96.0), (10.0, 94.41667)]"
WSJCFIR,0,999,"[(1.65, 102.16667), (1.3975, 102.13778), (0.7, 102.27), (0.5675, 102.3525), (0.21194, 102.7), (0.0, 103.0), (-0.26667, 103.61667), (-0.25, 104.25), (0.0, 104.76667), (0.0, 105.16667), (-0.83333, 106.0), (0.0, 108.0), (0.0, 109.0), (0.3, 109.0), (0.52778, 108.81278), (1.0, 108.96667), (1.0, 108.5), (2.0, 108.5), (2.25, 108.5), (6.0, 113.25), (8.41667, 116.5), (10.5, 114.0), (7.08833, 108.15333), (7.0, 108.0), (7.0, 106.81), (7.0, 105.555), (7.0, 104.13167), (7.0, 103.0), (6.875, 102.83333), (6.75, 102.66667), (6.48, 102.81667), (6.0, 103.08333), (5.75333, 103.22333), (4.83333, 103.73333), (3.84333, 103.67667), (3.66667, 103.66667), (3.60667, 103.72833), (3.51333, 103.82333), (3.40889, 103.92889), (3.32667, 104.01333), (3.24167, 104.09833), (3.17833, 104.16167), (3.055, 104.28667), (2.87333, 104.47167), (2.69, 104.65833), (2.6, 104.75), (1.33333, 104.33333), (1.33333, 104.11667), (1.37778, 104.08), (1.4, 104.1), (1.43333, 104.06667), (1.43056, 104.02806), (1.42222, 103.93333), (1.43333, 103.87778), (1.475, 103.825), (1.44722, 103.7625), (1.43944, 103.74306), (1.46111, 103.72778), (1.42778, 103.68333), (1.34361, 103.62944), (1.32444, 103.61944), (1.21667, 103.5), (1.265, 103.35), (1.385, 102.98444), (1.65, 102.16667)]"
XXXX,0,999,"[(10.0, -104.5), (5.0, -120.0), (3.5, -120.0), (-3.5, -120.0), (-7.0, -120.0), (-15.0, -120.0), (-15.0, -90.0), (-3.4, -90.0), (-3.4, -91.58389), (-3.4, -92.0), (1.41667, -92.0), (10.0, -104.5)]"
XXXXFIR,0,999,"[(-88.0, -179.99972), (-89.0, -179.99972), (-89.0, -178.0), (-88.0, -178.0), (-88.0, -179.99972)]"
YBBBFIR,0,999,"[(-9.83333, 139.66667), (-8.85833, 138.06667), (-7.0, 135.0), (-7.4, 133.59167), (-8.07333, 131.32667), (-8.54667, 129.665), (-9.08833, 127.72833), (-9.29944, 126.95694), (-9.33333, 126.83333), (-9.45194, 126.67972), (-9.62944, 126.45), (-9.88167, 126.12333), (-10.31444, 125.55861), (-10.64056, 125.13361), (-12.0, 123.33333), (-12.0, 120.0), (-12.0, 114.5), (-14.13694, 115.14222), (-19.0, 120.25), (-20.055, 121.67278), (-21.52194, 124.55111), (-23.39694, 126.05889), (-23.22028, 128.46361), (-21.2025, 131.84), (-21.49972, 136.32889), (-21.85889, 136.37361), (-22.2975, 136.63528), (-26.22528, 138.39), (-29.0, 143.5), (-29.0, 146.53333), (-32.09444, 148.83083), (-33.4275, 150.52972), (-33.34833, 150.635), (-33.28389, 150.75389), (-33.23583, 150.88306), (-33.20556, 151.01972), (-33.19361, 151.16), (-33.20028, 151.30111), (-33.22528, 151.43889), (-33.26806, 151.57083), (-33.32778, 151.69278), (-33.40278, 151.8025), (-33.49139, 151.89667), (-33.59139, 151.97333), (-33.7, 152.03028), (-33.81472, 152.06611), (-33.93306, 152.08), (-34.05139, 152.07111), (-34.16722, 152.04), (-34.2775, 151.98694), (-34.37944, 151.91361), (-34.47028, 151.82167), (-34.47278, 151.82472), (-35.31639, 152.93056), (-35.44278, 152.89889), (-35.56694, 152.85694), (-35.68861, 152.80528), (-35.8075, 152.74389), (-35.92278, 152.67306), (-36.03417, 152.59306), (-36.14083, 152.50417), (-36.24278, 152.40667), (-36.33944, 152.30111), (-36.43, 152.18778), (-36.51444, 152.0675), (-36.5925, 151.94028), (-36.66361, 151.80667), (-36.72722, 151.66778), (-36.78361, 151.52361), (-36.83222, 151.37528), (-36.87278, 151.22306), (-36.90528, 151.06778), (-36.92944, 150.91), (-36.94528, 150.75056), (-38.18861, 150.32056), (-43.0, 151.0), (-43.85083, 150.66472), (-44.56583, 150.0), (-45.0, 150.0), (-45.0, 163.0), (-43.44861, 163.0), (-30.0, 163.0), (-17.66667, 163.0), (-14.0, 161.25), (-14.0, 155.0), (-12.18667, 155.0), (-12.0, 155.0), (-12.0, 153.15917), (-12.0, 144.0), (-11.725, 144.07222), (-11.5, 144.02667), (-11.25278, 144.05194), (-11.18528, 144.0725), (-11.11028, 144.06417), (-11.04, 144.0425), (-10.77806, 143.99972), (-10.67333, 143.96472), (-10.5825, 143.925), (-10.51944, 143.91139), (-10.44389, 143.90667), (-10.37889, 143.92361), (-10.2975, 143.9125), (-10.14722, 143.95306), (-10.0875, 143.98111), (-9.94278, 144.08917), (-9.4, 144.23333), (-9.13333, 143.875), (-9.32333, 142.805), (-9.33833, 142.73167), (-9.34, 142.695), (-9.35667, 142.59167), (-9.37667, 142.55833), (-9.36333, 142.525), (-9.36833, 142.495), (-9.26833, 142.345), (-9.23167, 142.27333), (-9.19333, 142.235), (-9.19, 142.215), (-9.2, 142.17167), (-9.19833, 142.14333), (-9.21333, 142.10667), (-9.26167, 142.05833), (-9.61667, 141.01833), (-9.83333, 141.0), (-9.83333, 139.66667)]"
YMMMFIR,0,999,"[(-19.0, 120.25), (-14.13694, 115.14222), (-12.0, 114.5), (-12.0, 107.0), (-9.0075, 102.35222), (-3.49167, 94.165), (-2.0, 92.0), (-2.0, 78.0), (-2.1425, 77.89361), (-2.81222, 77.39361), (-3.48139, 76.89306), (-4.15056, 76.39194), (-4.81944, 75.88972), (-5.48778, 75.38667), (-6.0, 75.0), (-12.0, 75.0), (-45.0, 75.0), (-89.0, 75.0), (-89.0, 163.0), (-45.0, 163.0), (-45.0, 150.0), (-44.56583, 150.0), (-43.85083, 150.66472), (-43.0, 151.0), (-38.18861, 150.32056), (-36.94528, 150.75056), (-36.92944, 150.91), (-36.90528, 151.06778), (-36.87278, 151.22306), (-36.83222, 151.37528), (-36.78361, 151.52361), (-36.72722, 151.66778), (-36.66361, 151.80667), (-36.5925, 151.94028), (-36.51444, 152.0675), (-36.43, 152.18778), (-36.33944, 152.30111), (-36.24278, 152.40667), (-36.14083, 152.50417), (-36.03417, 152.59306), (-35.92278, 152.67306), (-35.8075, 152.74389), (-35.68861, 152.80528), (-35.56694, 152.85694), (-35.44278, 152.89889), (-35.31639, 152.93056), (-34.47278, 151.82472), (-34.47028, 151.82167), (-34.37944, 151.91361), (-34.2775, 151.98694), (-34.16722, 152.04), (-34.05139, 152.07111), (-33.93306, 152.08), (-33.81472, 152.06611), (-33.7, 152.03028), (-33.59139, 151.97333), (-33.49139, 151.89667), (-33.40278, 151.8025), (-33.32778, 151.69278), (-33.26806, 151.57083), (-33.22528, 151.43889), (-33.20028, 151.30111), (-33.19361, 151.16), (-33.20556, 151.01972), (-33.23583, 150.88306), (-33.28389, 150.75389), (-33.34833, 150.635), (-33.4275, 150.52972), (-32.09444, 148.83083), (-29.0, 146.53333), (-29.0, 143.5), (-26.22528, 138.39), (-22.2975, 136.63528), (-21.85889, 136.37361), (-21.49972, 136.32889), (-21.2025, 131.84), (-23.22028, 128.46361), (-23.39694, 126.05889), (-21.52194, 124.55111), (-20.055, 121.67278), (-19.0, 120.25)]"
ZBPEFIR,0,999,"[(45.38806, 115.35417), (45.4, 115.0), (45.45, 114.75), (45.36667, 114.51667), (45.3, 114.51667), (45.16667, 114.4), (44.96667, 114.08333), (44.75, 113.6), (44.78333, 113.51667), (44.78333, 113.21667), (44.83333, 113.03333), (44.86667, 112.78333), (44.91667, 112.65), (45.05, 112.45), (45.11667, 112.0), (45.08333, 111.95), (45.01667, 111.8), (44.73333, 111.56667), (44.5, 111.48333), (44.41667, 111.4), (44.31667, 111.4), (44.28333, 111.46667), (44.18333, 111.51667), (44.03333, 111.68333), (44.0, 111.83333), (43.8, 112.01667), (43.73333, 111.98333), (43.69167, 111.91667), (43.7, 111.78333), (43.48333, 111.58333), (43.46667, 111.43333), (43.35, 111.05), (43.05, 110.7), (42.91667, 110.61667), (42.85, 110.45), (42.78333, 110.45), (42.63333, 110.16667), (42.61667, 109.83333), (42.46667, 109.55), (42.41667, 109.26667), (42.45, 108.96667), (42.38333, 108.81667), (42.45, 108.51667), (42.43333, 108.3), (42.46667, 108.25), (42.41667, 107.91667), (42.43333, 107.56667), (42.46667, 107.51667), (42.4, 107.3), (42.35, 107.26667), (42.26667, 106.7), (41.95, 105.8), (41.7475, 105.22917), (40.71667, 105.91667), (40.31167, 107.00333), (39.43333, 108.5), (38.73333, 109.68333), (38.36667, 110.6), (37.46667, 110.73333), (35.53333, 110.3), (34.53333, 110.25), (36.06667, 113.81), (36.31667, 114.5), (36.66667, 115.4), (37.48667, 117.5), (38.11667, 119.55), (38.25, 120.0), (39.5, 119.86667), (39.9, 119.35), (42.25, 118.08333), (43.245, 117.51667), (45.38806, 115.35417)]"
ZGZUFIR,0,999,"[(22.58333, 117.5), (23.0, 117.5), (23.5, 117.5), (23.7, 117.18333), (24.36667, 116.7), (24.76667, 115.01667), (25.09167, 115.41667), (25.76667, 114.87333), (26.05, 114.11667), (26.7, 113.95), (29.03333, 114.56667), (29.38333, 113.12), (29.51667, 109.4), (28.78333, 109.38333), (26.57167, 109.30833), (25.7, 107.65), (24.65, 105.8), (23.19583, 105.54167), (23.06667, 105.58333), (23.05, 105.73333), (22.93333, 105.88333), (22.93333, 106.0), (23.0, 106.01667), (22.98333, 106.21667), (22.86667, 106.28333), (22.9, 106.5), (22.96667, 106.53333), (22.81667, 106.81667), (22.58333, 106.73333), (22.55, 106.6), (22.35, 106.56667), (22.33333, 106.66667), (22.1, 106.71667), (21.96667, 106.7), (22.01667, 106.75), (21.98333, 106.83333), (21.96667, 106.93333), (21.91667, 106.96667), (21.95, 107.0), (21.9, 107.06667), (21.83333, 107.01667), (21.71667, 107.25), (21.75, 107.3), (21.6, 107.38333), (21.66667, 107.46667), (21.61667, 107.51667), (21.6, 107.66667), (21.65, 107.85), (21.53333, 107.96667), (21.20972, 108.20861), (20.5, 108.05), (20.5, 111.5), (21.1025, 111.5), (21.585, 112.95028), (21.68694, 113.2625), (21.86194, 113.45833), (21.98667, 113.55333), (22.12139, 113.66667), (22.15889, 113.69833), (22.22889, 113.66583), (22.29694, 113.72722), (22.33722, 113.76361), (22.40944, 113.82889), (22.425, 113.86917), (22.44083, 113.90972), (22.51, 114.08694), (22.55972, 114.21528), (22.55028, 114.22472), (22.5875, 114.26583), (22.58361, 114.29639), (22.6125, 114.39667), (22.54, 114.47361), (22.47028, 114.48139), (22.45306, 114.49889), (22.40361, 114.50333), (22.48028, 114.69056), (22.50667, 114.75472), (22.54472, 115.89167), (22.66556, 115.98917), (22.77917, 116.08194), (22.58833, 116.35333), (22.55722, 116.35417), (22.58333, 117.5)]"
ZHWHFIR,0,999,"[(29.51667, 109.4), (29.38333, 113.12), (29.03333, 114.56667), (30.08333, 115.93333), (32.90833, 115.81333), (34.51667, 115.90833), (35.24667, 115.45), (36.66667, 115.4), (36.31667, 114.5), (36.06667, 113.81), (34.53333, 110.25), (34.08333, 110.48333), (33.53333, 110.86667), (31.9, 109.51667), (29.51667, 109.4)]"
ZJSAFIR,0,999,"[(16.66667, 114.0), (17.03333, 113.68), (17.85833, 112.955), (19.5, 111.5), (20.5, 111.5), (20.5, 108.05), (19.95917, 107.92972), (19.26778, 107.18972), (18.34111, 107.68139), (17.41944, 108.74361), (14.5, 112.0), (14.5, 114.0), (15.27333, 114.0), (16.66667, 114.0)]"
ZKKPFIR,0,999,"[(38.0, 124.0), (38.0, 124.85), (37.76667, 124.8), (37.66667, 125.06667), (37.68333, 125.46667), (37.75, 125.66667), (37.75, 125.91667), (37.66667, 126.0), (37.625, 126.25), (37.75, 126.5), (37.91167, 126.69556), (37.95, 126.68333), (37.96389, 126.77833), (38.09167, 126.88333), (38.14167, 126.96667), (38.19167, 126.96667), (38.30417, 127.13333), (38.325, 127.23889), (38.33333, 127.58333), (38.32833, 128.125), (38.6125, 128.36167), (38.63333, 128.36667), (38.63333, 133.65), (40.5, 135.93333), (41.66667, 131.51667), (42.15, 130.88333), (42.29333, 130.69667), (42.33333, 130.66667), (42.41667, 130.61667), (42.43333, 130.56667), (42.6, 130.51667), (42.55, 130.43333), (42.73333, 130.25), (42.9, 130.26667), (42.91667, 130.1), (42.98333, 130.13333), (42.96667, 130.0), (43.0, 129.88333), (42.7, 129.76667), (42.45, 129.73333), (42.43333, 129.6), (42.36667, 129.55), (42.45, 129.36667), (42.36667, 129.23333), (42.2, 129.21667), (42.08333, 128.96667), (42.01667, 128.93333), (42.05, 128.75), (42.0, 128.53333), (42.03333, 128.33333), (41.98333, 128.08333), (41.8, 128.1), (41.58333, 128.31667), (41.41667, 128.21667), (41.36667, 128.1), (41.45, 127.93333), (41.41667, 127.65), (41.46667, 127.5), (41.48333, 127.28333), (41.55, 127.1), (41.6, 127.16667), (41.66667, 127.03333), (41.75, 127.05), (41.8, 126.93333), (41.7, 126.78333), (41.73333, 126.7), (41.66667, 126.68333), (41.6, 126.56667), (41.36667, 126.5), (41.08333, 126.13333), (40.9, 126.0), (40.88333, 125.76667), (40.75, 125.63333), (40.71667, 125.48333), (40.63333, 125.41667), (40.65, 125.28333), (40.53333, 125.0), (40.46667, 125.05), (40.46667, 124.9), (40.1, 124.35), (40.05, 124.33333), (40.0, 124.36667), (39.82806, 124.16833), (38.0, 124.0)]"
ZLHWFIR,0,999,"[(41.7475, 105.22917), (41.56667, 105.03333), (41.65, 104.95), (41.63333, 104.71667), (41.65, 104.53333), (41.88333, 104.55), (41.8, 104.0), (41.8, 103.86667), (41.91667, 103.28333), (42.01667, 103.0), (42.13333, 102.75), (42.15, 102.53333), (42.13333, 102.41667), (42.21667, 102.06667), (42.46667, 101.8), (42.65, 100.83333), (42.68333, 100.33333), (42.63333, 100.28333), (42.63333, 100.0), (42.58333, 99.91667), (42.53333, 99.18333), (42.63333, 98.26667), (42.68333, 98.0), (42.76667, 97.16667), (42.71667, 96.93333), (42.73333, 96.68333), (42.71667, 96.36667), (42.91667, 96.33722), (41.8, 95.13333), (40.915, 93.84806), (38.87583, 90.95028), (38.35, 90.21667), (36.41667, 87.38333), (36.03333, 89.01667), (32.86667, 91.91667), (32.1, 97.0), (31.81667, 98.58333), (32.91667, 101.7), (33.58333, 103.88333), (32.45, 105.81667), (32.23333, 107.4), (31.9, 109.51667), (33.53333, 110.86667), (34.08333, 110.48333), (34.53333, 110.25), (35.53333, 110.3), (37.46667, 110.73333), (38.36667, 110.6), (38.73333, 109.68333), (39.43333, 108.5), (40.31167, 107.00333), (40.71667, 105.91667), (41.7475, 105.22917)]"
