FLIGHT_ID,trajectory_array
264868014,"[('TAXI_OUT', '01.09.2023 00:22', '01.09.2023 00:32'), ('DTTCFIR', '01.09.2023 00:32', '01.09.2023 00:43'), ('LIRRUIR', '01.09.2023 00:43', '01.09.2023 00:47'), ('LMMMUIR', '01.09.2023 00:47', '01.09.2023 01:00'), ('LMMMFIR', '01.09.2023 01:00', '01.09.2023 01:20'), ('TAXI_IN', '01.09.2023 01:20', '01.09.2023 01:30')]"
264868015,"[('TAXI_OUT', '01.09.2023 00:49', '01.09.2023 01:05'), ('LTBBFIR', '01.09.2023 01:05', '01.09.2023 01:25'), ('LTAAFIR', '01.09.2023 01:25', '01.09.2023 02:46'), ('OIIXFIR', '01.09.2023 02:46', '01.09.2023 03:43'), ('TAXI_IN', '01.09.2023 03:43', '01.09.2023 03:53')]"
264868016,"[('TAXI_OUT', '01.09.2023 00:47', '01.09.2023 00:47'), ('CZEGFIR', '01.09.2023 00:47', '01.09.2023 04:31'), ('BGGLFIR', '01.09.2023 04:31', '01.09.2023 05:37'), ('BIRDFIR', '01.09.2023 05:37', '01.09.2023 06:25'), ('EGGXFIR', '01.09.2023 06:25', '01.09.2023 07:26'), ('EGPXUIR', '01.09.2023 07:26', '01.09.2023 07:27'), ('EISNUIR', '01.09.2023 07:27', '01.09.2023 07:50'), ('EGTTUIR', '01.09.2023 07:50', '01.09.2023 08:21'), ('LFFFUIR', '01.09.2023 08:21', '01.09.2023 09:10'), ('LIMMUIR', '01.09.2023 09:10', '01.09.2023 09:29'), ('LIRRUIR', '01.09.2023 09:29', '01.09.2023 09:37'), ('LIRRFIR', '01.09.2023 09:37', '01.09.2023 09:57'), ('TAXI_IN', '01.09.2023 09:57', '01.09.2023 10:07')]"
264868017,"[('TAXI_OUT', '01.09.2023 00:17', '01.09.2023 00:27'), ('OMAEFIR', '01.09.2023 00:27', '01.09.2023 00:37'), ('OMAEUIR', '01.09.2023 00:37', '01.09.2023 00:48'), ('OBBBUIR', '01.09.2023 00:48', '01.09.2023 01:21'), ('OKACFIR', '01.09.2023 01:21', '01.09.2023 01:35'), ('ORBBFIR', '01.09.2023 01:35', '01.09.2023 02:40'), ('LTAAFIR', '01.09.2023 02:40', '01.09.2023 04:05'), ('LTBBFIR', '01.09.2023 04:05', '01.09.2023 04:11'), ('LBSRFIR', '01.09.2023 04:11', '01.09.2023 04:36'), ('LRBBFIR', '01.09.2023 04:36', '01.09.2023 05:04'), ('LYBAUIR', '01.09.2023 05:04', '01.09.2023 05:18'), ('LDZOFIR', '01.09.2023 05:18', '01.09.2023 05:20'), ('LQSBUIR', '01.09.2023 05:20', '01.09.2023 05:23'), ('LDZOFIR', '01.09.2023 05:23', '01.09.2023 05:23'), ('LQSBUIR', '01.09.2023 05:23', '01.09.2023 05:24'), ('LDZOFIR', '01.09.2023 05:24', '01.09.2023 05:27'), ('LQSBUIR', '01.09.2023 05:27', '01.09.2023 05:27'), ('LDZOFIR', '01.09.2023 05:27', '01.09.2023 05:27'), ('LQSBUIR', '01.09.2023 05:27', '01.09.2023 05:27'), ('LDZOFIR', '01.09.2023 05:27', '01.09.2023 05:28'), ('LQSBUIR', '01.09.2023 05:28', '01.09.2023 05:28'), ('LDZOFIR', '01.09.2023 05:28', '01.09.2023 05:29'), ('LQSBUIR', '01.09.2023 05:29', '01.09.2023 05:33'), ('LDZOFIR', '01.09.2023 05:33', '01.09.2023 05:36'), ('LQSBUIR', '01.09.2023 05:36', '01.09.2023 05:36'), ('LDZOFIR', '01.09.2023 05:36', '01.09.2023 05:52'), ('LIMMUIR', '01.09.2023 05:52', '01.09.2023 06:16'), ('LSASUIR', '01.09.2023 06:16', '01.09.2023 06:17'), ('LIMMUIR', '01.09.2023 06:17', '01.09.2023 06:21'), ('LSASUIR', '01.09.2023 06:21', '01.09.2023 06:33'), ('LFFFUIR', '01.09.2023 06:33', '01.09.2023 06:49'), ('LFFFFIR', '01.09.2023 06:49', '01.09.2023 07:11'), ('TAXI_IN', '01.09.2023 07:11', '01.09.2023 07:21')]"
264868018,"[('TAXI_OUT', '01.09.2023 00:09', '01.09.2023 00:44'), ('KZNYFIR', '01.09.2023 00:44', '01.09.2023 00:48'), ('KZBWFIR', '01.09.2023 00:48', '01.09.2023 00:53'), ('KZBWUIR', '01.09.2023 00:53', '01.09.2023 01:26'), ('CZQMFIR', '01.09.2023 01:26', '01.09.2023 02:07'), ('CZQXFIR', '01.09.2023 02:07', '01.09.2023 04:04'), ('EGGXFIR', '01.09.2023 04:04', '01.09.2023 05:08'), ('EISNUIR', '01.09.2023 05:08', '01.09.2023 05:32'), ('EGGXFIR', '01.09.2023 05:32', '01.09.2023 05:42'), ('EGTTUIR', '01.09.2023 05:42', '01.09.2023 05:59'), ('LFFFUIR', '01.09.2023 05:59', '01.09.2023 06:54'), ('EDUUUIR', '01.09.2023 06:54', '01.09.2023 06:57'), ('LSASUIR', '01.09.2023 06:57', '01.09.2023 07:03'), ('EDUUUIR', '01.09.2023 07:03', '01.09.2023 07:03'), ('LOVVFIR', '01.09.2023 07:03', '01.09.2023 07:06'), ('EDUUUIR', '01.09.2023 07:06', '01.09.2023 07:07'), ('LOVVFIR', '01.09.2023 07:07', '01.09.2023 07:15'), ('LIMMUIR', '01.09.2023 07:15', '01.09.2023 07:16'), ('LOVVFIR', '01.09.2023 07:16', '01.09.2023 07:22'), ('LIMMUIR', '01.09.2023 07:22', '01.09.2023 07:24'), ('LJLAFIR', '01.09.2023 07:24', '01.09.2023 07:34'), ('LDZOFIR', '01.09.2023 07:34', '01.09.2023 07:37'), ('LQSBUIR', '01.09.2023 07:37', '01.09.2023 07:58'), ('LYBAUIR', '01.09.2023 07:58', '01.09.2023 08:11'), ('LWSSFIR', '01.09.2023 08:11', '01.09.2023 08:20'), ('LGGGUIR', '01.09.2023 08:20', '01.09.2023 09:01'), ('LTBBFIR', '01.09.2023 09:01', '01.09.2023 09:06'), ('LGGGUIR', '01.09.2023 09:06', '01.09.2023 09:25'), ('LCCCFIR', '01.09.2023 09:25', '01.09.2023 09:45'), ('HECCFIR', '01.09.2023 09:45', '01.09.2023 10:15'), ('OJACFIR', '01.09.2023 10:15', '01.09.2023 10:26'), ('OEJDFIR', '01.09.2023 10:26', '01.09.2023 11:57'), ('OBBBUIR', '01.09.2023 11:57', '01.09.2023 12:04'), ('OTDFFIR', '01.09.2023 12:04', '01.09.2023 12:20'), ('TAXI_IN', '01.09.2023 12:20', '01.09.2023 12:30')]"
264868019,"[('TAXI_OUT', '01.09.2023 00:16', '01.09.2023 00:26'), ('LGGGFIR', '01.09.2023 00:26', '01.09.2023 00:39'), ('LGGGUIR', '01.09.2023 00:39', '01.09.2023 01:28'), ('LIBBUIR', '01.09.2023 01:28', '01.09.2023 02:01'), ('LIRRUIR', '01.09.2023 02:01', '01.09.2023 02:35'), ('LFFFUIR', '01.09.2023 02:35', '01.09.2023 03:55'), ('LFBBFIR', '01.09.2023 03:55', '01.09.2023 03:56'), ('LFRRFIR', '01.09.2023 03:56', '01.09.2023 04:13'), ('TAXI_IN', '01.09.2023 04:13', '01.09.2023 04:23')]"
264868020,"[('TAXI_OUT', '01.09.2023 00:03', '01.09.2023 00:10'), ('LECBFIR', '01.09.2023 00:10', '01.09.2023 00:19'), ('LECBUIR', '01.09.2023 00:19', '01.09.2023 00:45'), ('LFFFUIR', '01.09.2023 00:45', '01.09.2023 01:44'), ('EGTTUIR', '01.09.2023 01:44', '01.09.2023 01:57'), ('EGTTFIR', '01.09.2023 01:57', '01.09.2023 02:17'), ('TAXI_IN', '01.09.2023 02:17', '01.09.2023 02:27')]"
264868021,"[('TAXI_OUT', '01.09.2023 00:32', '01.09.2023 00:52'), ('KZBWFIR', '01.09.2023 00:52', '01.09.2023 01:02'), ('KZBWUIR', '01.09.2023 01:02', '01.09.2023 01:22'), ('CZQMFIR', '01.09.2023 01:22', '01.09.2023 01:57'), ('CZQXFIR', '01.09.2023 01:57', '01.09.2023 04:00'), ('EGGXFIR', '01.09.2023 04:00', '01.09.2023 05:02'), ('EISNUIR', '01.09.2023 05:02', '01.09.2023 05:41'), ('EGTTUIR', '01.09.2023 05:41', '01.09.2023 06:19'), ('EBURUIR', '01.09.2023 06:19', '01.09.2023 06:19'), ('LFFFUIR', '01.09.2023 06:19', '01.09.2023 06:22'), ('EBURUIR', '01.09.2023 06:22', '01.09.2023 06:39'), ('EDVVUIR', '01.09.2023 06:39', '01.09.2023 06:39'), ('EDUUUIR', '01.09.2023 06:39', '01.09.2023 07:00'), ('EDMMFIR', '01.09.2023 07:00', '01.09.2023 07:21'), ('TAXI_IN', '01.09.2023 07:21', '01.09.2023 07:31')]"
264868022,"[('TAXI_OUT', '31.08.2023 23:54', '01.09.2023 00:29'), ('KZNYFIR', '01.09.2023 00:29', '01.09.2023 00:34'), ('KZBWFIR', '01.09.2023 00:34', '01.09.2023 00:39'), ('KZBWUIR', '01.09.2023 00:39', '01.09.2023 01:15'), ('CZQMFIR', '01.09.2023 01:15', '01.09.2023 01:56'), ('CZQXFIR', '01.09.2023 01:56', '01.09.2023 04:02'), ('EGGXFIR', '01.09.2023 04:02', '01.09.2023 05:07'), ('EISNUIR', '01.09.2023 05:07', '01.09.2023 05:51'), ('EGTTUIR', '01.09.2023 05:51', '01.09.2023 05:54'), ('EGTTFIR', '01.09.2023 05:54', '01.09.2023 06:19'), ('TAXI_IN', '01.09.2023 06:19', '01.09.2023 06:29')]"
264868023,"[('TAXI_OUT', '31.08.2023 23:46', '01.09.2023 00:06'), ('HECCFIR', '01.09.2023 00:06', '01.09.2023 01:20'), ('LGGGUIR', '01.09.2023 01:20', '01.09.2023 02:20'), ('LAAAFIR', '01.09.2023 02:20', '01.09.2023 02:33'), ('LYBAUIR', '01.09.2023 02:33', '01.09.2023 02:38'), ('LDZOFIR', '01.09.2023 02:38', '01.09.2023 02:58'), ('LIBBUIR', '01.09.2023 02:58', '01.09.2023 03:11'), ('LIRRUIR', '01.09.2023 03:11', '01.09.2023 03:18'), ('LIMMUIR', '01.09.2023 03:18', '01.09.2023 03:38'), ('LIMMFIR', '01.09.2023 03:38', '01.09.2023 03:51'), ('TAXI_IN', '01.09.2023 03:51', '01.09.2023 04:01')]"
264868024,"[('TAXI_OUT', '31.08.2023 23:54', '01.09.2023 00:04'), ('LUUUFIR', '01.09.2023 00:04', '01.09.2023 00:15'), ('LRBBFIR', '01.09.2023 00:15', '01.09.2023 00:35'), ('LBSRFIR', '01.09.2023 00:35', '01.09.2023 00:49'), ('LTBBFIR', '01.09.2023 00:49', '01.09.2023 01:23'), ('LTAAFIR', '01.09.2023 01:23', '01.09.2023 01:47'), ('TAXI_IN', '01.09.2023 01:47', '01.09.2023 01:57')]"
264868025,"[('TAXI_OUT', '01.09.2023 00:14', '01.09.2023 00:24'), ('OLBBFIR', '01.09.2023 00:24', '01.09.2023 00:33'), ('LCCCFIR', '01.09.2023 00:33', '01.09.2023 00:53'), ('HECCFIR', '01.09.2023 00:53', '01.09.2023 02:26'), ('OEJDFIR', '01.09.2023 02:26', '01.09.2023 02:55'), ('HHAAFIR', '01.09.2023 02:55', '01.09.2023 03:28'), ('HAAAFIR', '01.09.2023 03:28', '01.09.2023 04:15'), ('TAXI_IN', '01.09.2023 04:15', '01.09.2023 04:25')]"
264868026,"[('TAXI_OUT', '01.09.2023 00:17', '01.09.2023 00:33'), ('LTBBFIR', '01.09.2023 00:33', '01.09.2023 00:42'), ('LBSRFIR', '01.09.2023 00:42', '01.09.2023 01:04'), ('LRBBFIR', '01.09.2023 01:04', '01.09.2023 01:43'), ('LHCCFIR', '01.09.2023 01:43', '01.09.2023 01:52'), ('LZBBFIR', '01.09.2023 01:52', '01.09.2023 02:00'), ('EPWWFIR', '01.09.2023 02:00', '01.09.2023 02:37'), ('EYVLUIR', '01.09.2023 02:37', '01.09.2023 02:55'), ('EVRRFIR', '01.09.2023 02:55', '01.09.2023 03:05'), ('ULLLFIR', '01.09.2023 03:05', '01.09.2023 03:20'), ('UUWVFIR', '01.09.2023 03:20', '01.09.2023 04:18'), ('TAXI_IN', '01.09.2023 04:18', '01.09.2023 04:28')]"
264868027,"[('TAXI_OUT', '01.09.2023 00:03', '01.09.2023 00:18'), ('EHAAFIR', '01.09.2023 00:18', '01.09.2023 00:30'), ('EDVVUIR', '01.09.2023 00:30', '01.09.2023 00:42'), ('EDUUUIR', '01.09.2023 00:42', '01.09.2023 01:11'), ('LOVVFIR', '01.09.2023 01:11', '01.09.2023 01:27'), ('LHCCFIR', '01.09.2023 01:27', '01.09.2023 01:43'), ('LYBAUIR', '01.09.2023 01:43', '01.09.2023 02:13'), ('LBSRFIR', '01.09.2023 02:13', '01.09.2023 02:29'), ('LGGGUIR', '01.09.2023 02:29', '01.09.2023 02:39'), ('LTBBFIR', '01.09.2023 02:39', '01.09.2023 03:16'), ('LTAAFIR', '01.09.2023 03:16', '01.09.2023 03:32'), ('TAXI_IN', '01.09.2023 03:32', '01.09.2023 03:42')]"
264868028,"[('TAXI_OUT', '01.09.2023 00:20', '01.09.2023 00:30'), ('LZBBFIR', '01.09.2023 00:30', '01.09.2023 00:40'), ('LKAAFIR', '01.09.2023 00:40', '01.09.2023 01:10'), ('EDUUUIR', '01.09.2023 01:10', '01.09.2023 01:12'), ('EDMMFIR', '01.09.2023 01:12', '01.09.2023 02:06'), ('TAXI_IN', '01.09.2023 02:06', '01.09.2023 02:16')]"
264868029,"[('TAXI_OUT', '01.09.2023 00:00', '01.09.2023 00:10'), ('EPWWFIR', '01.09.2023 00:10', '01.09.2023 00:24'), ('LZBBFIR', '01.09.2023 00:24', '01.09.2023 00:33'), ('LHCCFIR', '01.09.2023 00:33', '01.09.2023 00:42'), ('LRBBFIR', '01.09.2023 00:42', '01.09.2023 01:16'), ('LBSRFIR', '01.09.2023 01:16', '01.09.2023 01:32'), ('LTBBFIR', '01.09.2023 01:32', '01.09.2023 02:12'), ('LTAAFIR', '01.09.2023 02:12', '01.09.2023 02:37'), ('TAXI_IN', '01.09.2023 02:37', '01.09.2023 02:47')]"
264868030,"[('TAXI_OUT', '01.09.2023 00:24', '01.09.2023 00:24'), ('CZYZFIR', '01.09.2023 00:24', '01.09.2023 00:48'), ('KZBWUIR', '01.09.2023 00:48', '01.09.2023 01:33'), ('CZQMFIR', '01.09.2023 01:33', '01.09.2023 02:14'), ('CZQXFIR', '01.09.2023 02:14', '01.09.2023 04:14'), ('EGGXFIR', '01.09.2023 04:14', '01.09.2023 05:58'), ('LECMUIR', '01.09.2023 05:58', '01.09.2023 06:48'), ('LECBUIR', '01.09.2023 06:48', '01.09.2023 06:57'), ('LECBFIR', '01.09.2023 06:57', '01.09.2023 07:26'), ('TAXI_IN', '01.09.2023 07:26', '01.09.2023 07:36')]"
264868031,"[('TAXI_OUT', '01.09.2023 00:12', '01.09.2023 00:22'), ('RKRRFIR', '01.09.2023 00:22', '01.09.2023 00:42'), ('ZSHAFIR', '01.09.2023 00:42', '01.09.2023 01:14'), ('ZBPEFIR', '01.09.2023 01:14', '01.09.2023 02:15'), ('ZLHWFIR', '01.09.2023 02:15', '01.09.2023 04:04'), ('ZWUQFIR', '01.09.2023 04:04', '01.09.2023 05:25'), ('UAAAFIR', '01.09.2023 05:25', '01.09.2023 06:31'), ('UACNFIR', '01.09.2023 06:31', '01.09.2023 07:14'), ('UATTFIR', '01.09.2023 07:14', '01.09.2023 08:47'), ('UBBAFIR', '01.09.2023 08:47', '01.09.2023 09:12'), ('UGGGUIR', '01.09.2023 09:12', '01.09.2023 09:48'), ('LTAAFIR', '01.09.2023 09:48', '01.09.2023 10:49'), ('LTBBFIR', '01.09.2023 10:49', '01.09.2023 10:53'), ('LBSRFIR', '01.09.2023 10:53', '01.09.2023 11:07'), ('LRBBFIR', '01.09.2023 11:07', '01.09.2023 11:11'), ('LBSRFIR', '01.09.2023 11:11', '01.09.2023 11:11'), ('LRBBFIR', '01.09.2023 11:11', '01.09.2023 11:12'), ('LBSRFIR', '01.09.2023 11:12', '01.09.2023 11:13'), ('LRBBFIR', '01.09.2023 11:13', '01.09.2023 11:56'), ('LHCCFIR', '01.09.2023 11:56', '01.09.2023 12:23'), ('LOVVFIR', '01.09.2023 12:23', '01.09.2023 12:48'), ('EDUUUIR', '01.09.2023 12:48', '01.09.2023 12:58'), ('LOVVFIR', '01.09.2023 12:58', '01.09.2023 12:59'), ('EDUUUIR', '01.09.2023 12:59', '01.09.2023 13:00'), ('LSASUIR', '01.09.2023 13:00', '01.09.2023 13:12'), ('LFFFUIR', '01.09.2023 13:12', '01.09.2023 13:13'), ('LSASUIR', '01.09.2023 13:13', '01.09.2023 13:15'), ('LFFFUIR', '01.09.2023 13:15', '01.09.2023 13:33'), ('LFFFFIR', '01.09.2023 13:33', '01.09.2023 13:56'), ('TAXI_IN', '01.09.2023 13:56', '01.09.2023 14:06')]"
264868032,"[('TAXI_OUT', '01.09.2023 00:26', '01.09.2023 00:26'), ('UNNTFIR', '01.09.2023 00:26', '01.09.2023 01:21'), ('UACNFIR', '01.09.2023 01:21', '01.09.2023 02:19'), ('UATTFIR', '01.09.2023 02:19', '01.09.2023 03:52'), ('URRVFIR', '01.09.2023 03:52', '01.09.2023 04:16'), ('UGGGUIR', '01.09.2023 04:16', '01.09.2023 04:44'), ('LTAAFIR', '01.09.2023 04:44', '01.09.2023 06:17'), ('TAXI_IN', '01.09.2023 06:17', '01.09.2023 06:27')]"
264868033,"[('TAXI_OUT', '01.09.2023 00:05', '01.09.2023 00:15'), ('EPWWFIR', '01.09.2023 00:15', '01.09.2023 00:30'), ('LZBBFIR', '01.09.2023 00:30', '01.09.2023 00:38'), ('LHCCFIR', '01.09.2023 00:38', '01.09.2023 00:47'), ('LRBBFIR', '01.09.2023 00:47', '01.09.2023 01:21'), ('LBSRFIR', '01.09.2023 01:21', '01.09.2023 01:37'), ('LTBBFIR', '01.09.2023 01:37', '01.09.2023 02:35'), ('TAXI_IN', '01.09.2023 02:35', '01.09.2023 02:45')]"
264868034,"[('TAXI_OUT', '31.08.2023 23:52', '01.09.2023 00:17'), ('LTBBFIR', '01.09.2023 00:17', '01.09.2023 00:32'), ('LBSRFIR', '01.09.2023 00:32', '01.09.2023 01:07'), ('LYBAUIR', '01.09.2023 01:07', '01.09.2023 01:30'), ('LDZOFIR', '01.09.2023 01:30', '01.09.2023 01:51'), ('LJLAFIR', '01.09.2023 01:51', '01.09.2023 01:56'), ('LOVVFIR', '01.09.2023 01:56', '01.09.2023 02:17'), ('EDUUUIR', '01.09.2023 02:17', '01.09.2023 02:17'), ('LOVVFIR', '01.09.2023 02:17', '01.09.2023 02:18'), ('EDUUUIR', '01.09.2023 02:18', '01.09.2023 02:34'), ('EDMMFIR', '01.09.2023 02:34', '01.09.2023 02:35'), ('EDGGFIR', '01.09.2023 02:35', '01.09.2023 03:03'), ('TAXI_IN', '01.09.2023 03:03', '01.09.2023 03:13')]"
264868035,"[('TAXI_OUT', '31.08.2023 23:01', '31.08.2023 23:07'), ('ENORFIR', '31.08.2023 23:07', '31.08.2023 23:56'), ('TAXI_IN', '31.08.2023 23:56', '01.09.2023 00:06')]"
264868036,"[('TAXI_OUT', '01.09.2023 00:29', '01.09.2023 00:39'), ('KZOAFIR', '01.09.2023 00:39', '01.09.2023 01:10'), ('KZSEUIR', '01.09.2023 01:10', '01.09.2023 02:06'), ('CZVRFIR', '01.09.2023 02:06', '01.09.2023 02:33'), ('CZEGFIR', '01.09.2023 02:33', '01.09.2023 06:49'), ('BGGLFIR', '01.09.2023 06:49', '01.09.2023 07:54'), ('ENOBFIR', '01.09.2023 07:54', '01.09.2023 08:12'), ('BODO', '01.09.2023 08:12', '01.09.2023 08:27'), ('ULLLFIR', '01.09.2023 08:27', '01.09.2023 10:38'), ('USSVFIR', '01.09.2023 10:38', '01.09.2023 11:05'), ('UWWWFIR', '01.09.2023 11:05', '01.09.2023 11:39'), ('UATTFIR', '01.09.2023 11:39', '01.09.2023 11:39'), ('UWWWFIR', '01.09.2023 11:39', '01.09.2023 11:40'), ('UATTFIR', '01.09.2023 11:40', '01.09.2023 12:47'), ('UBBAFIR', '01.09.2023 12:47', '01.09.2023 13:17'), ('OIIXFIR', '01.09.2023 13:17', '01.09.2023 14:50'), ('OMAEUIR', '01.09.2023 14:50', '01.09.2023 14:54'), ('OMAEFIR', '01.09.2023 14:54', '01.09.2023 15:21'), ('TAXI_IN', '01.09.2023 15:21', '01.09.2023 15:31')]"
264868037,"[('TAXI_OUT', '01.09.2023 00:03', '01.09.2023 00:18'), ('HECCFIR', '01.09.2023 00:18', '01.09.2023 01:16'), ('LCCCFIR', '01.09.2023 01:16', '01.09.2023 01:44'), ('LTAAFIR', '01.09.2023 01:44', '01.09.2023 02:56'), ('UDDDFIR', '01.09.2023 02:56', '01.09.2023 03:07'), ('TAXI_IN', '01.09.2023 03:07', '01.09.2023 03:17')]"
264868038,"[('TAXI_OUT', '01.09.2023 00:36', '01.09.2023 00:46'), ('RJJJFIR', '01.09.2023 00:46', '01.09.2023 03:25'), ('PAZAFIR', '01.09.2023 03:25', '01.09.2023 08:07'), ('CZEGFIR', '01.09.2023 08:07', '01.09.2023 10:07'), ('BGGLFIR', '01.09.2023 10:07', '01.09.2023 11:47'), ('BIRDFIR', '01.09.2023 11:47', '01.09.2023 13:22'), ('EGPXUIR', '01.09.2023 13:22', '01.09.2023 14:10'), ('EGTTUIR', '01.09.2023 14:10', '01.09.2023 14:22'), ('EHAAFIR', '01.09.2023 14:22', '01.09.2023 14:38'), ('EBURUIR', '01.09.2023 14:38', '01.09.2023 14:46'), ('LFFFUIR', '01.09.2023 14:46', '01.09.2023 14:50'), ('LFFFFIR', '01.09.2023 14:50', '01.09.2023 15:07'), ('TAXI_IN', '01.09.2023 15:07', '01.09.2023 15:17')]"
264868039,"[('TAXI_OUT', '01.09.2023 00:11', '01.09.2023 00:36'), ('KZAUFIR', '01.09.2023 00:36', '01.09.2023 00:45'), ('KZAUUIR', '01.09.2023 00:45', '01.09.2023 00:54'), ('KZMPUIR', '01.09.2023 00:54', '01.09.2023 01:19'), ('CZYZFIR', '01.09.2023 01:19', '01.09.2023 01:56'), ('CZULFIR', '01.09.2023 01:56', '01.09.2023 03:43'), ('CZQXFIR', '01.09.2023 03:43', '01.09.2023 04:14'), ('BGGLFIR', '01.09.2023 04:14', '01.09.2023 05:02'), ('CZQXFIR', '01.09.2023 05:02', '01.09.2023 05:09'), ('BIRDFIR', '01.09.2023 05:09', '01.09.2023 06:59'), ('EGPXUIR', '01.09.2023 06:59', '01.09.2023 07:15'), ('ENORFIR', '01.09.2023 07:15', '01.09.2023 07:52'), ('EKDKFIR', '01.09.2023 07:52', '01.09.2023 08:18'), ('EDUUUIR', '01.09.2023 08:18', '01.09.2023 08:28'), ('EPWWFIR', '01.09.2023 08:28', '01.09.2023 09:09'), ('LZBBFIR', '01.09.2023 09:09', '01.09.2023 09:16'), ('LHCCFIR', '01.09.2023 09:16', '01.09.2023 09:23'), ('LRBBFIR', '01.09.2023 09:23', '01.09.2023 09:57'), ('LBSRFIR', '01.09.2023 09:57', '01.09.2023 10:16'), ('LTBBFIR', '01.09.2023 10:16', '01.09.2023 10:41'), ('TAXI_IN', '01.09.2023 10:41', '01.09.2023 10:51')]"
264868040,"[('TAXI_OUT', '01.09.2023 00:37', '01.09.2023 00:47'), ('KZFWFIR', '01.09.2023 00:47', '01.09.2023 00:58'), ('KZFWUIR', '01.09.2023 00:58', '01.09.2023 01:16'), ('KZMEUIR', '01.09.2023 01:16', '01.09.2023 02:05'), ('KZIDUIR', '01.09.2023 02:05', '01.09.2023 02:30'), ('KZDCUIR', '01.09.2023 02:30', '01.09.2023 02:51'), ('KZNYUIR', '01.09.2023 02:51', '01.09.2023 02:59'), ('KZDCUIR', '01.09.2023 02:59', '01.09.2023 03:03'), ('KZNYUIR', '01.09.2023 03:03', '01.09.2023 03:09'), ('KZBWUIR', '01.09.2023 03:09', '01.09.2023 03:43'), ('CZQMFIR', '01.09.2023 03:43', '01.09.2023 04:27'), ('CZQXFIR', '01.09.2023 04:27', '01.09.2023 06:22'), ('EGGXFIR', '01.09.2023 06:22', '01.09.2023 08:00'), ('EGTTUIR', '01.09.2023 08:00', '01.09.2023 08:17'), ('LFFFUIR', '01.09.2023 08:17', '01.09.2023 09:12'), ('LSASUIR', '01.09.2023 09:12', '01.09.2023 09:27'), ('LIMMUIR', '01.09.2023 09:27', '01.09.2023 09:42'), ('LDZOFIR', '01.09.2023 09:42', '01.09.2023 10:18'), ('LYBAUIR', '01.09.2023 10:18', '01.09.2023 10:23'), ('LAAAFIR', '01.09.2023 10:23', '01.09.2023 10:36'), ('LGGGUIR', '01.09.2023 10:36', '01.09.2023 11:43'), ('LCCCFIR', '01.09.2023 11:43', '01.09.2023 12:02'), ('HECCFIR', '01.09.2023 12:02', '01.09.2023 12:33'), ('OJACFIR', '01.09.2023 12:33', '01.09.2023 12:44'), ('OEJDFIR', '01.09.2023 12:44', '01.09.2023 14:15'), ('OBBBUIR', '01.09.2023 14:15', '01.09.2023 14:23'), ('OTDFFIR', '01.09.2023 14:23', '01.09.2023 14:41'), ('TAXI_IN', '01.09.2023 14:41', '01.09.2023 14:51')]"
264868041,"[('TAXI_OUT', '01.09.2023 02:18', '01.09.2023 02:28'), ('OKACFIR', '01.09.2023 02:28', '01.09.2023 02:39'), ('ORBBFIR', '01.09.2023 02:39', '01.09.2023 03:46'), ('LTAAFIR', '01.09.2023 03:46', '01.09.2023 05:10'), ('LTBBFIR', '01.09.2023 05:10', '01.09.2023 05:33'), ('TAXI_IN', '01.09.2023 05:33', '01.09.2023 05:43')]"
264868042,"[('TAXI_OUT', '01.09.2023 00:30', '01.09.2023 00:35'), ('LTAAFIR', '01.09.2023 00:35', '01.09.2023 02:01'), ('OIIXFIR', '01.09.2023 02:01', '01.09.2023 02:02'), ('LTAAFIR', '01.09.2023 02:02', '01.09.2023 02:06'), ('OIIXFIR', '01.09.2023 02:06', '01.09.2023 02:51'), ('TAXI_IN', '01.09.2023 02:51', '01.09.2023 03:01')]"
264868043,"[('TAXI_OUT', '01.09.2023 00:02', '01.09.2023 00:12'), ('URRVFIR', '01.09.2023 00:12', '01.09.2023 00:51'), ('LTAAFIR', '01.09.2023 00:51', '01.09.2023 02:17'), ('TAXI_IN', '01.09.2023 02:17', '01.09.2023 02:27')]"
264868044,"[('TAXI_OUT', '01.09.2023 00:16', '01.09.2023 00:24'), ('LJLAFIR', '01.09.2023 00:24', '01.09.2023 00:34'), ('LDZOFIR', '01.09.2023 00:34', '01.09.2023 00:42'), ('LQSBUIR', '01.09.2023 00:42', '01.09.2023 01:02'), ('LYBAUIR', '01.09.2023 01:02', '01.09.2023 01:16'), ('LWSSFIR', '01.09.2023 01:16', '01.09.2023 01:26'), ('LGGGUIR', '01.09.2023 01:26', '01.09.2023 02:08'), ('LTBBFIR', '01.09.2023 02:08', '01.09.2023 02:14'), ('LGGGUIR', '01.09.2023 02:14', '01.09.2023 02:32'), ('LCCCFIR', '01.09.2023 02:32', '01.09.2023 03:06'), ('LLLLFIR', '01.09.2023 03:06', '01.09.2023 03:18'), ('TAXI_IN', '01.09.2023 03:18', '01.09.2023 03:28')]"
