FLIGHT_ID,trajectory_array
264868045,"[('TAXI_OUT', '01.09.2023 00:00', '01.09.2023 00:22'), ('EDGGFIR', '01.09.2023 00:22', '01.09.2023 00:32'), ('EDVVUIR', '01.09.2023 00:32', '01.09.2023 00:33'), ('EHAAFIR', '01.09.2023 00:33', '01.09.2023 00:33'), ('EDVVUIR', '01.09.2023 00:33', '01.09.2023 00:33'), ('EHAAFIR', '01.09.2023 00:33', '01.09.2023 00:35'), ('EBURUIR', '01.09.2023 00:35', '01.09.2023 00:44'), ('EHAAFIR', '01.09.2023 00:44', '01.09.2023 00:56'), ('EGTTUIR', '01.09.2023 00:56', '01.09.2023 01:09'), ('EGTTFIR', '01.09.2023 01:09', '01.09.2023 01:50'), ('TAXI_IN', '01.09.2023 01:50', '01.09.2023 02:00')]"
264868046,"[('TAXI_OUT', '01.09.2023 00:10', '01.09.2023 00:45'), ('KZNYFIR', '01.09.2023 00:45', '01.09.2023 00:50'), ('KZBWFIR', '01.09.2023 00:50', '01.09.2023 00:53'), ('KZBWUIR', '01.09.2023 00:53', '01.09.2023 01:33'), ('CZQMFIR', '01.09.2023 01:33', '01.09.2023 02:08'), ('CZQXFIR', '01.09.2023 02:08', '01.09.2023 04:12'), ('EGGXFIR', '01.09.2023 04:12', '01.09.2023 05:14'), ('EISNUIR', '01.09.2023 05:14', '01.09.2023 05:55'), ('EGTTUIR', '01.09.2023 05:55', '01.09.2023 06:12'), ('EGTTFIR', '01.09.2023 06:12', '01.09.2023 06:40'), ('TAXI_IN', '01.09.2023 06:40', '01.09.2023 06:50')]"
264868047,"[('TAXI_OUT', '31.08.2023 23:57', '01.09.2023 00:32'), ('KZNYFIR', '01.09.2023 00:32', '01.09.2023 00:36'), ('KZBWFIR', '01.09.2023 00:36', '01.09.2023 00:40'), ('KZBWUIR', '01.09.2023 00:40', '01.09.2023 01:11'), ('KZWYFIR', '01.09.2023 01:11', '01.09.2023 01:57'), ('CZQMFIR', '01.09.2023 01:57', '01.09.2023 02:04'), ('CZQXFIR', '01.09.2023 02:04', '01.09.2023 04:15'), ('EGGXFIR', '01.09.2023 04:15', '01.09.2023 04:32'), ('LPPOFIR', '01.09.2023 04:32', '01.09.2023 05:49'), ('LPPCFIR', '01.09.2023 05:49', '01.09.2023 06:33'), ('TAXI_IN', '01.09.2023 06:33', '01.09.2023 06:43')]"
264868048,"[('TAXI_OUT', '01.09.2023 00:05', '01.09.2023 00:15'), ('EGTTFIR', '01.09.2023 00:15', '01.09.2023 00:42'), ('EBURUIR', '01.09.2023 00:42', '01.09.2023 00:49'), ('EBBUFIR', '01.09.2023 00:49', '01.09.2023 01:04'), ('TAXI_IN', '01.09.2023 01:04', '01.09.2023 01:14')]"
264868049,"[('TAXI_OUT', '01.09.2023 00:36', '01.09.2023 00:36'), ('CZYZFIR', '01.09.2023 00:36', '01.09.2023 01:03'), ('CZULFIR', '01.09.2023 01:03', '01.09.2023 02:40'), ('CZQXFIR', '01.09.2023 02:40', '01.09.2023 04:26'), ('EGGXFIR', '01.09.2023 04:26', '01.09.2023 05:44'), ('EISNUIR', '01.09.2023 05:44', '01.09.2023 06:07'), ('EGTTUIR', '01.09.2023 06:07', '01.09.2023 06:45'), ('EHAAFIR', '01.09.2023 06:45', '01.09.2023 07:01'), ('EDVVUIR', '01.09.2023 07:01', '01.09.2023 07:16'), ('EDUUUIR', '01.09.2023 07:16', '01.09.2023 07:31'), ('LKAAFIR', '01.09.2023 07:31', '01.09.2023 07:51'), ('LZBBFIR', '01.09.2023 07:51', '01.09.2023 08:02'), ('LHCCFIR', '01.09.2023 08:02', '01.09.2023 08:12'), ('LRBBFIR', '01.09.2023 08:12', '01.09.2023 08:55'), ('LBSRFIR', '01.09.2023 08:55', '01.09.2023 09:06'), ('LTBBFIR', '01.09.2023 09:06', '01.09.2023 09:08'), ('LTAAFIR', '01.09.2023 09:08', '01.09.2023 10:14'), ('UGGGUIR', '01.09.2023 10:14', '01.09.2023 10:22'), ('UDDDFIR', '01.09.2023 10:22', '01.09.2023 10:24'), ('UBBAFIR', '01.09.2023 10:24', '01.09.2023 10:59'), ('UTAKFIR', '01.09.2023 10:59', '01.09.2023 11:25'), ('UTAAFIR', '01.09.2023 11:25', '01.09.2023 11:46'), ('UTAVFIR', '01.09.2023 11:46', '01.09.2023 11:59'), ('UTSDFIR', '01.09.2023 11:59', '01.09.2023 12:24'), ('UTDDFIR', '01.09.2023 12:24', '01.09.2023 13:01'), ('OAKXFIR', '01.09.2023 13:01', '01.09.2023 13:02'), ('OPLRFIR', '01.09.2023 13:02', '01.09.2023 13:07'), ('OAKXFIR', '01.09.2023 13:07', '01.09.2023 13:15'), ('OPLRFIR', '01.09.2023 13:15', '01.09.2023 13:50'), ('VIDFFIR', '01.09.2023 13:50', '01.09.2023 14:41'), ('TAXI_IN', '01.09.2023 14:41', '01.09.2023 14:51')]"
264868050,"[('TAXI_OUT', '01.09.2023 00:11', '01.09.2023 00:21'), ('DAAAFIR', '01.09.2023 00:21', '01.09.2023 00:58'), ('DTTCUIR', '01.09.2023 00:58', '01.09.2023 01:16'), ('LMMMUIR', '01.09.2023 01:16', '01.09.2023 02:25'), ('LGGGUIR', '01.09.2023 02:25', '01.09.2023 02:35'), ('HECCFIR', '01.09.2023 02:35', '01.09.2023 04:08'), ('OEJDFIR', '01.09.2023 04:08', '01.09.2023 05:49'), ('OBBBUIR', '01.09.2023 05:49', '01.09.2023 05:57'), ('OTDFFIR', '01.09.2023 05:57', '01.09.2023 06:18'), ('TAXI_IN', '01.09.2023 06:18', '01.09.2023 06:28')]"
264868051,"[('TAXI_OUT', '01.09.2023 00:08', '01.09.2023 00:13'), ('LGGGFIR', '01.09.2023 00:13', '01.09.2023 00:24'), ('LGGGUIR', '01.09.2023 00:24', '01.09.2023 01:05'), ('LIBBUIR', '01.09.2023 01:05', '01.09.2023 01:24'), ('LIRRUIR', '01.09.2023 01:24', '01.09.2023 02:19'), ('LFFFUIR', '01.09.2023 02:19', '01.09.2023 02:42'), ('LECBUIR', '01.09.2023 02:42', '01.09.2023 03:21'), ('LECMUIR', '01.09.2023 03:21', '01.09.2023 03:32'), ('LECMFIR', '01.09.2023 03:32', '01.09.2023 03:45'), ('TAXI_IN', '01.09.2023 03:45', '01.09.2023 03:55')]"
264868052,"[('TAXI_OUT', '01.09.2023 00:16', '01.09.2023 00:26'), ('LTAAFIR', '01.09.2023 00:26', '01.09.2023 00:44'), ('LTBBFIR', '01.09.2023 00:44', '01.09.2023 01:17'), ('TAXI_IN', '01.09.2023 01:17', '01.09.2023 01:27')]"
264868053,"[('TAXI_OUT', '01.09.2023 00:06', '01.09.2023 00:31'), ('EDMMFIR', '01.09.2023 00:31', '01.09.2023 00:42'), ('EDUUUIR', '01.09.2023 00:42', '01.09.2023 00:44'), ('EDVVUIR', '01.09.2023 00:44', '01.09.2023 01:11'), ('EHAAFIR', '01.09.2023 01:11', '01.09.2023 01:32'), ('EGTTUIR', '01.09.2023 01:32', '01.09.2023 01:48'), ('EGTTFIR', '01.09.2023 01:48', '01.09.2023 02:07'), ('TAXI_IN', '01.09.2023 02:07', '01.09.2023 02:17')]"
264868054,"[('TAXI_OUT', '31.08.2023 23:58', '01.09.2023 00:08'), ('EPWWFIR', '01.09.2023 00:08', '01.09.2023 00:21'), ('LZBBFIR', '01.09.2023 00:21', '01.09.2023 00:29'), ('LHCCFIR', '01.09.2023 00:29', '01.09.2023 00:38'), ('LRBBFIR', '01.09.2023 00:38', '01.09.2023 01:13'), ('LBSRFIR', '01.09.2023 01:13', '01.09.2023 01:34'), ('TAXI_IN', '01.09.2023 01:34', '01.09.2023 01:44')]"
264868055,"[('TAXI_OUT', '01.09.2023 00:26', '01.09.2023 00:36'), ('GMMMFIR', '01.09.2023 00:36', '01.09.2023 00:45'), ('GMMMUIR', '01.09.2023 00:45', '01.09.2023 01:02'), ('LECMUIR', '01.09.2023 01:02', '01.09.2023 01:30'), ('LECBUIR', '01.09.2023 01:30', '01.09.2023 02:08'), ('LFFFUIR', '01.09.2023 02:08', '01.09.2023 02:28'), ('LIRRUIR', '01.09.2023 02:28', '01.09.2023 03:34'), ('LMMMUIR', '01.09.2023 03:34', '01.09.2023 03:51'), ('LGGGUIR', '01.09.2023 03:51', '01.09.2023 04:42'), ('HECCFIR', '01.09.2023 04:42', '01.09.2023 05:33'), ('TAXI_IN', '01.09.2023 05:33', '01.09.2023 05:43')]"
264868056,"[('TAXI_OUT', '01.09.2023 00:18', '01.09.2023 00:23'), ('ESAAFIR', '01.09.2023 00:23', '01.09.2023 00:56'), ('ENORFIR', '01.09.2023 00:56', '01.09.2023 01:09'), ('TAXI_IN', '01.09.2023 01:09', '01.09.2023 01:19')]"
264868057,"[('TAXI_OUT', '01.09.2023 00:16', '01.09.2023 00:26'), ('LTAAFIR', '01.09.2023 00:26', '01.09.2023 01:10'), ('LTBBFIR', '01.09.2023 01:10', '01.09.2023 01:15'), ('LBSRFIR', '01.09.2023 01:15', '01.09.2023 01:30'), ('LRBBFIR', '01.09.2023 01:30', '01.09.2023 01:34'), ('LBSRFIR', '01.09.2023 01:34', '01.09.2023 01:34'), ('LRBBFIR', '01.09.2023 01:34', '01.09.2023 02:22'), ('LHCCFIR', '01.09.2023 02:22', '01.09.2023 02:52'), ('LOVVFIR', '01.09.2023 02:52', '01.09.2023 03:12'), ('LKAAFIR', '01.09.2023 03:12', '01.09.2023 03:13'), ('LOVVFIR', '01.09.2023 03:13', '01.09.2023 03:15'), ('EDUUUIR', '01.09.2023 03:15', '01.09.2023 03:55'), ('EDGGFIR', '01.09.2023 03:55', '01.09.2023 04:12'), ('TAXI_IN', '01.09.2023 04:12', '01.09.2023 04:22')]"
264868058,"[('TAXI_OUT', '01.09.2023 00:04', '01.09.2023 00:26'), ('EDGGFIR', '01.09.2023 00:26', '01.09.2023 00:35'), ('EDVVUIR', '01.09.2023 00:35', '01.09.2023 01:00'), ('EDUUUIR', '01.09.2023 01:00', '01.09.2023 01:06'), ('EDVVUIR', '01.09.2023 01:06', '01.09.2023 01:08'), ('EDWWFIR', '01.09.2023 01:08', '01.09.2023 01:08'), ('EKDKFIR', '01.09.2023 01:08', '01.09.2023 01:25'), ('TAXI_IN', '01.09.2023 01:25', '01.09.2023 01:35')]"
264868059,"[('TAXI_OUT', '01.09.2023 00:38', '01.09.2023 00:48'), ('DAAAFIR', '01.09.2023 00:48', '01.09.2023 01:24'), ('DTTCUIR', '01.09.2023 01:24', '01.09.2023 01:43'), ('LMMMUIR', '01.09.2023 01:43', '01.09.2023 02:12'), ('LIRRUIR', '01.09.2023 02:12', '01.09.2023 02:26'), ('LIBBUIR', '01.09.2023 02:26', '01.09.2023 02:37'), ('LGGGUIR', '01.09.2023 02:37', '01.09.2023 03:21'), ('LGGGFIR', '01.09.2023 03:21', '01.09.2023 03:21'), ('LTBBFIR', '01.09.2023 03:21', '01.09.2023 03:46'), ('TAXI_IN', '01.09.2023 03:46', '01.09.2023 03:56')]"
264868060,"[('TAXI_OUT', '01.09.2023 00:08', '01.09.2023 00:43'), ('KZNYFIR', '01.09.2023 00:43', '01.09.2023 00:47'), ('KZBWFIR', '01.09.2023 00:47', '01.09.2023 00:51'), ('KZBWUIR', '01.09.2023 00:51', '01.09.2023 01:25'), ('CZQMFIR', '01.09.2023 01:25', '01.09.2023 02:11'), ('CZQXFIR', '01.09.2023 02:11', '01.09.2023 04:15'), ('EGGXFIR', '01.09.2023 04:15', '01.09.2023 06:01'), ('EGTTUIR', '01.09.2023 06:01', '01.09.2023 06:04'), ('LFFFUIR', '01.09.2023 06:04', '01.09.2023 07:20'), ('LIMMUIR', '01.09.2023 07:20', '01.09.2023 07:45'), ('LIRRUIR', '01.09.2023 07:45', '01.09.2023 08:00'), ('LIBBUIR', '01.09.2023 08:00', '01.09.2023 08:39'), ('LGGGUIR', '01.09.2023 08:39', '01.09.2023 09:03'), ('LGGGFIR', '01.09.2023 09:03', '01.09.2023 09:23'), ('TAXI_IN', '01.09.2023 09:23', '01.09.2023 09:33')]"
264868061,"[('TAXI_OUT', '01.09.2023 00:30', '01.09.2023 00:55'), ('KZNYFIR', '01.09.2023 00:55', '01.09.2023 00:59'), ('KZBWFIR', '01.09.2023 00:59', '01.09.2023 01:05'), ('KZBWUIR', '01.09.2023 01:05', '01.09.2023 01:42'), ('CZQMFIR', '01.09.2023 01:42', '01.09.2023 02:30'), ('CZQXFIR', '01.09.2023 02:30', '01.09.2023 04:32'), ('EGGXFIR', '01.09.2023 04:32', '01.09.2023 06:22'), ('EGTTUIR', '01.09.2023 06:22', '01.09.2023 07:08'), ('EGTTFIR', '01.09.2023 07:08', '01.09.2023 07:08'), ('EGPXFIR', '01.09.2023 07:08', '01.09.2023 07:26'), ('TAXI_IN', '01.09.2023 07:26', '01.09.2023 07:36')]"
264868062,"[('TAXI_OUT', '01.09.2023 00:10', '01.09.2023 00:20'), ('UGGGFIR', '01.09.2023 00:20', '01.09.2023 00:32'), ('UGGGUIR', '01.09.2023 00:32', '01.09.2023 00:51'), ('LTAAFIR', '01.09.2023 00:51', '01.09.2023 01:53'), ('LTBBFIR', '01.09.2023 01:53', '01.09.2023 01:56'), ('LBSRFIR', '01.09.2023 01:56', '01.09.2023 02:10'), ('LRBBFIR', '01.09.2023 02:10', '01.09.2023 02:59'), ('LHCCFIR', '01.09.2023 02:59', '01.09.2023 03:15'), ('LZBBFIR', '01.09.2023 03:15', '01.09.2023 03:28'), ('LKAAFIR', '01.09.2023 03:28', '01.09.2023 04:02'), ('EDUUUIR', '01.09.2023 04:02', '01.09.2023 04:11'), ('EDMMFIR', '01.09.2023 04:11', '01.09.2023 04:13'), ('EDGGFIR', '01.09.2023 04:13', '01.09.2023 04:30'), ('TAXI_IN', '01.09.2023 04:30', '01.09.2023 04:40')]"
264868063,"[('TAXI_OUT', '01.09.2023 00:23', '01.09.2023 00:39'), ('LTBBFIR', '01.09.2023 00:39', '01.09.2023 01:13'), ('LTAAFIR', '01.09.2023 01:13', '01.09.2023 01:15'), ('LTBBFIR', '01.09.2023 01:15', '01.09.2023 01:24'), ('TAXI_IN', '01.09.2023 01:24', '01.09.2023 01:34')]"
264868064,"[('TAXI_OUT', '01.09.2023 00:26', '01.09.2023 00:36'), ('BIRDFIR', '01.09.2023 00:36', '01.09.2023 01:30'), ('EGPXUIR', '01.09.2023 01:30', '01.09.2023 02:39'), ('EKDKFIR', '01.09.2023 02:39', '01.09.2023 02:56'), ('EDVVUIR', '01.09.2023 02:56', '01.09.2023 03:16'), ('EDUUUIR', '01.09.2023 03:16', '01.09.2023 03:36'), ('LKAAFIR', '01.09.2023 03:36', '01.09.2023 03:37'), ('EDUUUIR', '01.09.2023 03:37', '01.09.2023 03:37'), ('LKAAFIR', '01.09.2023 03:37', '01.09.2023 03:57'), ('LOVVFIR', '01.09.2023 03:57', '01.09.2023 04:09'), ('TAXI_IN', '01.09.2023 04:09', '01.09.2023 04:19')]"
264868065,"[('TAXI_OUT', '01.09.2023 00:03', '01.09.2023 00:13'), ('UUWVFIR', '01.09.2023 00:13', '01.09.2023 00:48'), ('UWWWFIR', '01.09.2023 00:48', '01.09.2023 01:09'), ('URRVFIR', '01.09.2023 01:09', '01.09.2023 02:39'), ('UGGGUIR', '01.09.2023 02:39', '01.09.2023 03:00'), ('LTAAFIR', '01.09.2023 03:00', '01.09.2023 04:45'), ('TAXI_IN', '01.09.2023 04:45', '01.09.2023 04:55')]"
264868066,"[('TAXI_OUT', '01.09.2023 01:14', '01.09.2023 01:24'), ('KZTLFIR', '01.09.2023 01:24', '01.09.2023 01:34'), ('KZTLUIR', '01.09.2023 01:34', '01.09.2023 01:56'), ('KZIDUIR', '01.09.2023 01:56', '01.09.2023 02:07'), ('KZDCUIR', '01.09.2023 02:07', '01.09.2023 02:26'), ('KZNYUIR', '01.09.2023 02:26', '01.09.2023 02:45'), ('KZBWUIR', '01.09.2023 02:45', '01.09.2023 03:29'), ('CZQMFIR', '01.09.2023 03:29', '01.09.2023 04:02'), ('CZQXFIR', '01.09.2023 04:02', '01.09.2023 06:05'), ('EGGXFIR', '01.09.2023 06:05', '01.09.2023 07:04'), ('EISNUIR', '01.09.2023 07:04', '01.09.2023 07:45'), ('EGTTUIR', '01.09.2023 07:45', '01.09.2023 08:20'), ('EGTTFIR', '01.09.2023 08:20', '01.09.2023 08:22'), ('EHAAFIR', '01.09.2023 08:22', '01.09.2023 08:41'), ('TAXI_IN', '01.09.2023 08:41', '01.09.2023 08:51')]"
264868067,"[('TAXI_OUT', '01.09.2023 00:25', '01.09.2023 00:35'), ('KZMAFIR', '01.09.2023 00:35', '01.09.2023 01:25'), ('KZJXUIR', '01.09.2023 01:25', '01.09.2023 01:50'), ('KZDCUIR', '01.09.2023 01:50', '01.09.2023 02:39'), ('KZBWUIR', '01.09.2023 02:39', '01.09.2023 03:20'), ('CZQMFIR', '01.09.2023 03:20', '01.09.2023 04:01'), ('CZQXFIR', '01.09.2023 04:01', '01.09.2023 06:08'), ('EGGXFIR', '01.09.2023 06:08', '01.09.2023 07:14'), ('EISNUIR', '01.09.2023 07:14', '01.09.2023 07:54'), ('EGTTUIR', '01.09.2023 07:54', '01.09.2023 08:12'), ('EGTTFIR', '01.09.2023 08:12', '01.09.2023 08:40'), ('TAXI_IN', '01.09.2023 08:40', '01.09.2023 08:50')]"
264868068,"[('TAXI_OUT', '01.09.2023 00:10', '01.09.2023 00:30'), ('LIMMFIR', '01.09.2023 00:30', '01.09.2023 00:37'), ('LIMMUIR', '01.09.2023 00:37', '01.09.2023 00:44'), ('LFFFUIR', '01.09.2023 00:44', '01.09.2023 01:40'), ('LECMUIR', '01.09.2023 01:40', '01.09.2023 01:45'), ('LECMFIR', '01.09.2023 01:45', '01.09.2023 02:03'), ('TAXI_IN', '01.09.2023 02:03', '01.09.2023 02:13')]"
264868069,"[('TAXI_OUT', '01.09.2023 00:31', '01.09.2023 00:46'), ('UGGGFIR', '01.09.2023 00:46', '01.09.2023 00:58'), ('UGGGUIR', '01.09.2023 00:58', '01.09.2023 01:17'), ('LTAAFIR', '01.09.2023 01:17', '01.09.2023 02:21'), ('LTBBFIR', '01.09.2023 02:21', '01.09.2023 02:26'), ('LBSRFIR', '01.09.2023 02:26', '01.09.2023 02:38'), ('LRBBFIR', '01.09.2023 02:38', '01.09.2023 03:29'), ('LHCCFIR', '01.09.2023 03:29', '01.09.2023 03:35'), ('LZBBFIR', '01.09.2023 03:35', '01.09.2023 03:44'), ('EPWWFIR', '01.09.2023 03:44', '01.09.2023 04:14'), ('TAXI_IN', '01.09.2023 04:14', '01.09.2023 04:24')]"
264868070,"[('TAXI_OUT', '01.09.2023 00:35', '01.09.2023 01:00'), ('KZAUFIR', '01.09.2023 01:00', '01.09.2023 01:08'), ('KZAUUIR', '01.09.2023 01:08', '01.09.2023 01:20'), ('KZOBUIR', '01.09.2023 01:20', '01.09.2023 01:31'), ('CZYZFIR', '01.09.2023 01:31', '01.09.2023 01:49'), ('KZOBUIR', '01.09.2023 01:49', '01.09.2023 02:03'), ('KZBWUIR', '01.09.2023 02:03', '01.09.2023 02:51'), ('CZQMFIR', '01.09.2023 02:51', '01.09.2023 03:27'), ('CZQXFIR', '01.09.2023 03:27', '01.09.2023 05:29'), ('EGGXFIR', '01.09.2023 05:29', '01.09.2023 06:31'), ('EISNUIR', '01.09.2023 06:31', '01.09.2023 07:06'), ('EGTTUIR', '01.09.2023 07:06', '01.09.2023 07:25'), ('LFFFUIR', '01.09.2023 07:25', '01.09.2023 08:22'), ('LFEEFIR', '01.09.2023 08:22', '01.09.2023 08:23'), ('EDGGFIR', '01.09.2023 08:23', '01.09.2023 08:24'), ('LSASFIR', '01.09.2023 08:24', '01.09.2023 08:44'), ('TAXI_IN', '01.09.2023 08:44', '01.09.2023 08:54')]"
264868071,"[('TAXI_OUT', '01.09.2023 00:43', '01.09.2023 00:53'), ('KZLAFIR', '01.09.2023 00:53', '01.09.2023 01:06'), ('KZLAUIR', '01.09.2023 01:06', '01.09.2023 01:42'), ('KZLCUIR', '01.09.2023 01:42', '01.09.2023 02:34'), ('KZDVUIR', '01.09.2023 02:34', '01.09.2023 02:50'), ('KZLCUIR', '01.09.2023 02:50', '01.09.2023 03:03'), ('KZMPUIR', '01.09.2023 03:03', '01.09.2023 03:29'), ('CZWGFIR', '01.09.2023 03:29', '01.09.2023 05:07'), ('CZULFIR', '01.09.2023 05:07', '01.09.2023 06:13'), ('CZQXFIR', '01.09.2023 06:13', '01.09.2023 06:45'), ('BGGLFIR', '01.09.2023 06:45', '01.09.2023 07:31'), ('CZQXFIR', '01.09.2023 07:31', '01.09.2023 07:37'), ('BIRDFIR', '01.09.2023 07:37', '01.09.2023 08:31'), ('EGGXFIR', '01.09.2023 08:31', '01.09.2023 09:10'), ('EGPXUIR', '01.09.2023 09:10', '01.09.2023 09:47'), ('EGTTUIR', '01.09.2023 09:47', '01.09.2023 10:15'), ('EHAAFIR', '01.09.2023 10:15', '01.09.2023 10:32'), ('EDVVUIR', '01.09.2023 10:32', '01.09.2023 10:40'), ('EDUUUIR', '01.09.2023 10:40', '01.09.2023 10:57'), ('EDMMFIR', '01.09.2023 10:57', '01.09.2023 11:18'), ('TAXI_IN', '01.09.2023 11:18', '01.09.2023 11:28')]"
264868072,"[('TAXI_OUT', '01.09.2023 00:26', '01.09.2023 00:26'), ('UCFMFIR', '01.09.2023 00:26', '01.09.2023 00:37'), ('UAIIFIR', '01.09.2023 00:37', '01.09.2023 01:29'), ('UTTRFIR', '01.09.2023 01:29', '01.09.2023 02:07'), ('UTATFIR', '01.09.2023 02:07', '01.09.2023 02:31'), ('UTAKFIR', '01.09.2023 02:31', '01.09.2023 03:05'), ('UBBAFIR', '01.09.2023 03:05', '01.09.2023 03:37'), ('UGGGUIR', '01.09.2023 03:37', '01.09.2023 04:12'), ('LTAAFIR', '01.09.2023 04:12', '01.09.2023 05:19'), ('LTBBFIR', '01.09.2023 05:19', '01.09.2023 05:49'), ('TAXI_IN', '01.09.2023 05:49', '01.09.2023 05:59')]"
264868073,"[('TAXI_OUT', '01.09.2023 00:02', '01.09.2023 00:18'), ('LTAAFIR', '01.09.2023 00:18', '01.09.2023 01:21'), ('LTBBFIR', '01.09.2023 01:21', '01.09.2023 01:25'), ('LBSRFIR', '01.09.2023 01:25', '01.09.2023 01:39'), ('LRBBFIR', '01.09.2023 01:39', '01.09.2023 01:43'), ('LBSRFIR', '01.09.2023 01:43', '01.09.2023 01:44'), ('LRBBFIR', '01.09.2023 01:44', '01.09.2023 02:30'), ('LHCCFIR', '01.09.2023 02:30', '01.09.2023 02:59'), ('LOVVFIR', '01.09.2023 02:59', '01.09.2023 03:18'), ('LKAAFIR', '01.09.2023 03:18', '01.09.2023 03:20'), ('LOVVFIR', '01.09.2023 03:20', '01.09.2023 03:22'), ('EDUUUIR', '01.09.2023 03:22', '01.09.2023 03:55'), ('EDGGFIR', '01.09.2023 03:55', '01.09.2023 04:15'), ('TAXI_IN', '01.09.2023 04:15', '01.09.2023 04:25')]"
264868074,"[('TAXI_OUT', '01.09.2023 00:17', '01.09.2023 00:32'), ('HECCFIR', '01.09.2023 00:32', '01.09.2023 01:19'), ('LGGGUIR', '01.09.2023 01:19', '01.09.2023 02:19'), ('LAAAFIR', '01.09.2023 02:19', '01.09.2023 02:33'), ('LYBAUIR', '01.09.2023 02:33', '01.09.2023 02:38'), ('LDZOFIR', '01.09.2023 02:38', '01.09.2023 03:13'), ('LIMMUIR', '01.09.2023 03:13', '01.09.2023 03:49'), ('LSASUIR', '01.09.2023 03:49', '01.09.2023 03:59'), ('LFFFUIR', '01.09.2023 03:59', '01.09.2023 04:16'), ('LFFFFIR', '01.09.2023 04:16', '01.09.2023 04:39'), ('TAXI_IN', '01.09.2023 04:39', '01.09.2023 04:49')]"
264868075,"[('TAXI_OUT', '01.09.2023 00:31', '01.09.2023 00:41'), ('GMMMFIR', '01.09.2023 00:41', '01.09.2023 00:51'), ('GMMMUIR', '01.09.2023 00:51', '01.09.2023 01:31'), ('GOOOUIR', '01.09.2023 01:31', '01.09.2023 03:01'), ('DRRRUIR', '01.09.2023 03:01', '01.09.2023 03:51'), ('DGACFIR', '01.09.2023 03:51', '01.09.2023 04:39'), ('TAXI_IN', '01.09.2023 04:39', '01.09.2023 04:49')]"
264868076,"[('TAXI_OUT', '01.09.2023 00:23', '01.09.2023 00:33'), ('EDGGFIR', '01.09.2023 00:33', '01.09.2023 00:45'), ('EDUUUIR', '01.09.2023 00:45', '01.09.2023 01:10'), ('LOVVFIR', '01.09.2023 01:10', '01.09.2023 01:27'), ('LHCCFIR', '01.09.2023 01:27', '01.09.2023 01:41'), ('LDZOFIR', '01.09.2023 01:41', '01.09.2023 01:45'), ('LYBAUIR', '01.09.2023 01:45', '01.09.2023 01:46'), ('LDZOFIR', '01.09.2023 01:46', '01.09.2023 01:48'), ('LYBAUIR', '01.09.2023 01:48', '01.09.2023 02:13'), ('LBSRFIR', '01.09.2023 02:13', '01.09.2023 02:29'), ('LGGGUIR', '01.09.2023 02:29', '01.09.2023 02:38'), ('LTBBFIR', '01.09.2023 02:38', '01.09.2023 03:12'), ('LTAAFIR', '01.09.2023 03:12', '01.09.2023 03:27'), ('TAXI_IN', '01.09.2023 03:27', '01.09.2023 03:37')]"
264868077,"[('TAXI_OUT', '01.09.2023 01:33', '01.09.2023 01:33'), ('CZULFIR', '01.09.2023 01:33', '01.09.2023 01:59'), ('KZBWUIR', '01.09.2023 01:59', '01.09.2023 02:12'), ('CZQMFIR', '01.09.2023 02:12', '01.09.2023 02:45'), ('CZQXFIR', '01.09.2023 02:45', '01.09.2023 04:56'), ('EGGXFIR', '01.09.2023 04:56', '01.09.2023 06:41'), ('EGTTUIR', '01.09.2023 06:41', '01.09.2023 06:45'), ('LFFFUIR', '01.09.2023 06:45', '01.09.2023 07:53'), ('LFMMFIR', '01.09.2023 07:53', '01.09.2023 08:13'), ('TAXI_IN', '01.09.2023 08:13', '01.09.2023 08:23')]"
264868078,"[('TAXI_OUT', '01.09.2023 00:41', '01.09.2023 00:51'), ('GMMMFIR', '01.09.2023 00:51', '01.09.2023 01:04'), ('GMMMUIR', '01.09.2023 01:04', '01.09.2023 01:14'), ('LECMUIR', '01.09.2023 01:14', '01.09.2023 02:15'), ('LFFFUIR', '01.09.2023 02:15', '01.09.2023 02:59'), ('LSASUIR', '01.09.2023 02:59', '01.09.2023 03:10'), ('EDUUUIR', '01.09.2023 03:10', '01.09.2023 03:22'), ('EDGGFIR', '01.09.2023 03:22', '01.09.2023 03:43'), ('TAXI_IN', '01.09.2023 03:43', '01.09.2023 03:53')]"
264868079,"[('TAXI_OUT', '31.08.2023 23:57', '01.09.2023 00:07'), ('TJZSFIR', '01.09.2023 00:07', '01.09.2023 00:50'), ('KZWYFIR', '01.09.2023 00:50', '01.09.2023 03:35'), ('LPPOFIR', '01.09.2023 03:35', '01.09.2023 06:26'), ('LPPCFIR', '01.09.2023 06:26', '01.09.2023 07:18'), ('LECMUIR', '01.09.2023 07:18', '01.09.2023 07:33'), ('LECMFIR', '01.09.2023 07:33', '01.09.2023 07:49'), ('TAXI_IN', '01.09.2023 07:49', '01.09.2023 07:59')]"
