ECTRL ID;trajectory_array
264867988;[(33.95, -118.4, 0, '01.09.2023 00:10'), (33.95, -118.4, 0, '01.09.2023 00:20'), (34.50111, -117.59, 210, '01.09.2023 00:31'), (35.03945, -116.78, 292, '01.09.2023 00:38'), (35.56583, -115.96972, 350, '01.09.2023 00:44'), (36.07972, -115.15972, 350, '01.09.2023 00:51'), (36.41556, -114.79695, 350, '01.09.2023 00:54'), (36.71139, -114.47389, 350, '01.09.2023 00:57'), (37.93333, -113.5, 350, '01.09.2023 01:08'), (39.30222, -112.50556, 350, '01.09.2023 01:20'), (39.6175, -112.32417, 350, '01.09.2023 01:22'), (40.275, -111.94056, 350, '01.09.2023 01:27'), (41.11306, -111.03028, 350, '01.09.2023 01:35'), (41.92306, -110.12028, 350, '01.09.2023 01:42'), (42.70639, -109.21, 350, '01.09.2023 01:50'), (43.46306, -108.29972, 350, '01.09.2023 01:57'), (44.13361, -107.42306, 350, '01.09.2023 02:03'), (44.78278, -106.54667, 350, '01.09.2023 02:10'), (45.41083, -105.67, 350, '01.09.2023 02:16'), (46.01889, -104.79333, 350, '01.09.2023 02:22'), (46.60722, -103.91667, 350, '01.09.2023 02:28'), (47.17667, -103.04028, 350, '01.09.2023 02:34'), (47.7275, -102.16361, 350, '01.09.2023 02:40'), (48.26028, -101.28695, 350, '01.09.2023 02:45'), (48.71556, -100.46528, 350, '01.09.2023 02:50'), (49.15695, -99.64333, 350, '01.09.2023 02:55'), (49.585, -98.82167, 350, '01.09.2023 02:59'), (50.0, -98.0, 350, '01.09.2023 03:04'), (50.10222, -98.06917, 350, '01.09.2023 03:05'), (50.24639, -97.81167, 350, '01.09.2023 03:06'), (50.38695, -97.55889, 350, '01.09.2023 03:08'), (50.45861, -97.42833, 350, '01.09.2023 03:08'), (50.53056, -97.29695, 350, '01.09.2023 03:09'), (50.63667, -96.74889, 350, '01.09.2023 03:12'), (50.73972, -96.20083, 350, '01.09.2023 03:14'), (50.84222, -95.56611, 350, '01.09.2023 03:17'), (50.96139, -94.94111, 350, '01.09.2023 03:20'), (51.62028, -93.95278, 350, '01.09.2023 03:27'), (52.2525, -92.96472, 350, '01.09.2023 03:33'), (52.85917, -91.97639, 350, '01.09.2023 03:39'), (53.44139, -90.98833, 350, '01.09.2023 03:45'), (54.0, -90.0, 354, '01.09.2023 03:51'), (54.45445, -89.24806, 370, '01.09.2023 03:56'), (54.75556, -88.73667, 370, '01.09.2023 03:59'), (55.05611, -88.21445, 370, '01.09.2023 04:02'), (55.27361, -87.82889, 370, '01.09.2023 04:04'), (55.49611, -87.42806, 370, '01.09.2023 04:06'), (55.64111, -87.16306, 370, '01.09.2023 04:08'), (55.77389, -86.88139, 370, '01.09.2023 04:09'), (55.98695, -86.0275, 370, '01.09.2023 04:13'), (56.22056, -85.155, 370, '01.09.2023 04:17'), (56.54861, -84.18611, 370, '01.09.2023 04:21'), (56.84445, -83.51028, 370, '01.09.2023 04:25'), (57.13195, -82.83445, 370, '01.09.2023 04:28'), (57.34583, -82.31945, 370, '01.09.2023 04:30'), (57.555, -81.80445, 370, '01.09.2023 04:33'), (57.85889, -81.03639, 370, '01.09.2023 04:37'), (58.09361, -80.42556, 370, '01.09.2023 04:40'), (58.33, -79.79417, 370, '01.09.2023 04:43'), (58.56028, -79.16278, 370, '01.09.2023 04:46'), (58.90278, -78.19056, 370, '01.09.2023 04:50'), (59.12056, -77.55139, 370, '01.09.2023 04:53'), (59.2825, -77.06445, 370, '01.09.2023 04:56'), (59.44111, -76.57833, 370, '01.09.2023 04:58'), (59.74083, -75.62945, 370, '01.09.2023 05:02'), (60.02861, -74.68056, 370, '01.09.2023 05:06'), (60.23695, -73.96806, 370, '01.09.2023 05:09'), (60.43917, -73.25528, 370, '01.09.2023 05:12'), (60.59139, -72.70278, 370, '01.09.2023 05:14'), (60.74028, -72.15028, 370, '01.09.2023 05:17'), (60.9775, -71.23917, 370, '01.09.2023 05:20'), (61.16583, -70.48861, 370, '01.09.2023 05:23'), (61.30028, -69.93611, 370, '01.09.2023 05:26'), (61.39111, -69.55556, 370, '01.09.2023 05:27'), (61.61361, -68.59278, 370, '01.09.2023 05:31'), (61.82639, -67.62972, 370, '01.09.2023 05:35'), (62.02972, -66.66667, 370, '01.09.2023 05:38'), (62.22361, -65.70361, 370, '01.09.2023 05:42'), (62.40833, -64.74083, 370, '01.09.2023 05:45'), (62.58445, -63.77778, 370, '01.09.2023 05:49'), (62.75167, -62.81472, 370, '01.09.2023 05:52'), (62.91083, -61.85195, 370, '01.09.2023 05:55'), (63.06167, -60.88889, 370, '01.09.2023 05:59'), (63.20445, -59.92583, 370, '01.09.2023 06:02'), (63.33945, -58.96306, 370, '01.09.2023 06:05'), (63.46667, -58.0, 370, '01.09.2023 06:09'), (63.6925, -57.0, 370, '01.09.2023 06:12'), (63.90806, -56.0, 370, '01.09.2023 06:15'), (64.11361, -55.0, 370, '01.09.2023 06:19'), (64.30917, -54.0, 370, '01.09.2023 06:22'), (64.49556, -53.0, 370, '01.09.2023 06:25'), (64.6725, -52.0, 370, '01.09.2023 06:29'), (64.84056, -51.0, 370, '01.09.2023 06:32'), (65.0, -50.0, 370, '01.09.2023 06:35'), (65.02778, -49.09083, 371, '01.09.2023 06:38'), (65.04972, -48.18195, 386, '01.09.2023 06:41'), (65.06639, -47.27278, 390, '01.09.2023 06:43'), (65.0775, -46.36361, 390, '01.09.2023 06:46'), (65.08278, -45.45445, 390, '01.09.2023 06:49'), (65.08278, -44.54556, 390, '01.09.2023 06:52'), (65.0775, -43.63639, 390, '01.09.2023 06:54'), (65.06639, -42.72722, 390, '01.09.2023 06:57'), (65.04972, -41.81806, 390, '01.09.2023 07:00'), (65.02778, -40.90917, 390, '01.09.2023 07:03'), (65.0, -40.0, 390, '01.09.2023 07:05'), (65.03, -39.0, 390, '01.09.2023 07:08'), (65.05361, -38.0, 390, '01.09.2023 07:12'), (65.07028, -37.0, 390, '01.09.2023 07:15'), (65.08028, -36.0, 390, '01.09.2023 07:18'), (65.08361, -35.0, 390, '01.09.2023 07:21'), (65.08028, -34.0, 390, '01.09.2023 07:24'), (65.07028, -33.0, 390, '01.09.2023 07:27'), (65.05361, -32.0, 390, '01.09.2023 07:29'), (65.03, -31.0, 390, '01.09.2023 07:32'), (65.0, -30.0, 390, '01.09.2023 07:35'), (64.93306, -29.0, 390, '01.09.2023 07:39'), (64.85917, -28.0, 390, '01.09.2023 07:42'), (64.77806, -27.0, 390, '01.09.2023 07:45'), (64.68972, -26.0, 390, '01.09.2023 07:48'), (64.59389, -25.0, 390, '01.09.2023 07:51'), (64.49056, -24.0, 390, '01.09.2023 07:54'), (64.37972, -23.0, 390, '01.09.2023 07:57'), (64.26111, -22.0, 390, '01.09.2023 08:00'), (64.13472, -21.0, 390, '01.09.2023 08:03'), (64.0, -20.0, 390, '01.09.2023 08:06'), (63.62, -19.13111, 390, '01.09.2023 08:10'), (63.22389, -18.2625, 390, '01.09.2023 08:14'), (62.81139, -17.39361, 390, '01.09.2023 08:18'), (62.45028, -16.66111, 390, '01.09.2023 08:21'), (62.07611, -15.92889, 390, '01.09.2023 08:25'), (61.65917, -15.14222, 390, '01.09.2023 08:29'), (61.18667, -14.28528, 390, '01.09.2023 08:33'), (60.69417, -13.42806, 390, '01.09.2023 08:37'), (60.18028, -12.57111, 390, '01.09.2023 08:42'), (59.64417, -11.71417, 390, '01.09.2023 08:47'), (59.08445, -10.85695, 390, '01.09.2023 08:52'), (58.5, -10.0, 390, '01.09.2023 08:57'), (58.37361, -9.5, 390, '01.09.2023 08:59'), (57.90167, -8.91306, 390, '01.09.2023 09:03'), (57.61195, -8.56111, 390, '01.09.2023 09:06'), (57.3675, -8.27111, 390, '01.09.2023 09:08'), (57.13778, -8.00278, 390, '01.09.2023 09:10'), (56.95028, -7.785, 390, '01.09.2023 09:12'), (56.83445, -7.65278, 390, '01.09.2023 09:13'), (56.71945, -7.52195, 390, '01.09.2023 09:14'), (56.47667, -7.24972, 390, '01.09.2023 09:16'), (56.29139, -7.04417, 390, '01.09.2023 09:17'), (56.11722, -6.85389, 390, '01.09.2023 09:19'), (56.00195, -6.72861, 390, '01.09.2023 09:20'), (55.93306, -6.65389, 390, '01.09.2023 09:20'), (55.87556, -6.59195, 390, '01.09.2023 09:21'), (54.79167, -5.60833, 390, '01.09.2023 09:30'), (54.79111, -5.46445, 390, '01.09.2023 09:30'), (54.61861, -5.29167, 390, '01.09.2023 09:32'), (54.30945, -4.98639, 390, '01.09.2023 09:34'), (54.04361, -4.59306, 390, '01.09.2023 09:37'), (53.68445, -3.94945, 390, '01.09.2023 09:41'), (53.46833, -3.43445, 390, '01.09.2023 09:43'), (53.39195, -3.13445, 390, '01.09.2023 09:45'), (52.35667, -1.66361, 390, '01.09.2023 09:55'), (51.77139, -1.36139, 390, '01.09.2023 09:59'), (51.80389, -1.17611, 390, '01.09.2023 09:59'), (51.29583, -0.53195, 390, '01.09.2023 10:04'), (50.76056, 0.12195, 335, '01.09.2023 10:09'), (50.5825, 0.34972, 302, '01.09.2023 10:11'), (50.47111, 0.49111, 283, '01.09.2023 10:12'), (50.35167, 0.64139, 261, '01.09.2023 10:13'), (50.18667, 0.84806, 241, '01.09.2023 10:15'), (50.0575, 1.00806, 228, '01.09.2023 10:16'), (49.65167, 1.37945, 187, '01.09.2023 10:20'), (49.55639, 1.47972, 175, '01.09.2023 10:21'), (49.46556, 1.57528, 163, '01.09.2023 10:22'), (49.3475, 2.04639, 133, '01.09.2023 10:25'), (49.25528, 2.51472, 90, '01.09.2023 10:28'), (49.18833, 3.05639, 40, '01.09.2023 10:32'), (49.04833, 2.95861, 40, '01.09.2023 10:34'), (49.00306, 2.76306, 24, '01.09.2023 10:37'), (49.00972, 2.54778, 0, '01.09.2023 10:40')]
264867989;[(40.64028, -73.77833, 0, '31.08.2023 23:34'), (40.64028, -73.77833, 0, '01.09.2023 00:28'), (40.38639, -72.98278, 150, '01.09.2023 00:36'), (40.56695, -72.17361, 239, '01.09.2023 00:42'), (40.74083, -71.36445, 288, '01.09.2023 00:46'), (40.90833, -70.55528, 322, '01.09.2023 00:50'), (41.06917, -69.74611, 350, '01.09.2023 00:54'), (41.45695, -68.83083, 350, '01.09.2023 00:59'), (41.83333, -67.91528, 350, '01.09.2023 01:04'), (42.19778, -67.0, 350, '01.09.2023 01:09'), (46.5, -52.0, 370, '01.09.2023 02:18'), (46.75556, -51.0, 370, '01.09.2023 02:23'), (47.0, -50.0, 370, '01.09.2023 02:27'), (47.225, -49.09083, 370, '01.09.2023 02:32'), (47.44111, -48.18195, 370, '01.09.2023 02:36'), (47.64806, -47.27278, 370, '01.09.2023 02:40'), (47.84667, -46.36361, 370, '01.09.2023 02:44'), (48.03639, -45.45445, 370, '01.09.2023 02:48'), (48.2175, -44.54556, 370, '01.09.2023 02:52'), (48.39028, -43.63639, 370, '01.09.2023 02:56'), (48.555, -42.72722, 370, '01.09.2023 03:00'), (48.71139, -41.81806, 370, '01.09.2023 03:04'), (48.85972, -40.90917, 370, '01.09.2023 03:08'), (49.0, -40.0, 370, '01.09.2023 03:12'), (49.14111, -39.0, 370, '01.09.2023 03:17'), (49.27306, -38.0, 370, '01.09.2023 03:21'), (49.39556, -37.0, 370, '01.09.2023 03:26'), (49.50861, -36.0, 370, '01.09.2023 03:30'), (49.61306, -35.0, 370, '01.09.2023 03:35'), (49.70806, -34.0, 370, '01.09.2023 03:39'), (49.79445, -33.0, 370, '01.09.2023 03:44'), (49.87167, -32.0, 370, '01.09.2023 03:48'), (49.94028, -31.0, 370, '01.09.2023 03:53'), (50.0, -30.0, 370, '01.09.2023 03:58'), (49.94028, -29.0, 370, '01.09.2023 04:02'), (49.87167, -28.0, 370, '01.09.2023 04:07'), (49.79445, -27.0, 370, '01.09.2023 04:11'), (49.70806, -26.0, 370, '01.09.2023 04:16'), (49.61306, -25.0, 370, '01.09.2023 04:20'), (49.50861, -24.0, 370, '01.09.2023 04:25'), (49.39556, -23.0, 370, '01.09.2023 04:30'), (49.27306, -22.0, 370, '01.09.2023 04:34'), (49.14111, -21.0, 370, '01.09.2023 04:39'), (49.0, -20.0, 370, '01.09.2023 04:44'), (49.01611, -19.09667, 370, '01.09.2023 04:48'), (49.02445, -18.27722, 370, '01.09.2023 04:52'), (49.02695, -17.45806, 370, '01.09.2023 04:56'), (49.02389, -16.63861, 370, '01.09.2023 05:00'), (49.01472, -15.81945, 370, '01.09.2023 05:04'), (49.0, -15.0, 370, '01.09.2023 05:08'), (49.0, -14.98333, 370, '01.09.2023 05:08'), (49.00417, -13.99167, 370, '01.09.2023 05:13'), (49.0, -13.0, 370, '01.09.2023 05:17'), (49.02806, -12.38417, 370, '01.09.2023 05:20'), (49.05278, -11.76833, 370, '01.09.2023 05:23'), (49.17695, -10.82639, 370, '01.09.2023 05:27'), (49.29278, -9.88417, 370, '01.09.2023 05:31'), (49.40028, -8.94222, 370, '01.09.2023 05:36'), (49.5, -8.0, 370, '01.09.2023 05:40'), (49.37806, -7.12083, 370, '01.09.2023 05:44'), (49.33639, -7.07139, 370, '01.09.2023 05:44'), (49.30861, -6.36556, 370, '01.09.2023 05:47'), (49.27667, -5.65945, 370, '01.09.2023 05:50'), (49.24028, -4.95361, 370, '01.09.2023 05:54'), (49.19361, -4.15556, 370, '01.09.2023 05:57'), (49.14139, -3.35778, 370, '01.09.2023 06:01'), (49.09556, -2.72167, 370, '01.09.2023 06:03'), (49.04639, -2.08556, 370, '01.09.2023 06:06'), (48.96167, -1.16222, 390, '01.09.2023 06:10'), (48.86917, -0.23889, 390, '01.09.2023 06:14'), (48.76917, 0.68445, 390, '01.09.2023 06:19'), (48.67167, 1.43806, 390, '01.09.2023 06:22'), (48.56861, 2.19195, 390, '01.09.2023 06:25'), (48.55222, 2.75, 390, '01.09.2023 06:28'), (48.545, 2.97083, 390, '01.09.2023 06:29'), (48.53667, 3.21667, 390, '01.09.2023 06:30'), (48.52472, 3.53333, 390, '01.09.2023 06:31'), (48.50472, 4.02222, 390, '01.09.2023 06:33'), (48.27806, 4.67361, 390, '01.09.2023 06:37'), (48.29389, 5.15361, 390, '01.09.2023 06:39'), (48.19472, 5.17639, 390, '01.09.2023 06:39'), (48.13667, 5.49528, 390, '01.09.2023 06:41'), (48.06778, 6.05361, 386, '01.09.2023 06:43'), (47.90639, 6.80056, 347, '01.09.2023 06:47'), (47.73889, 7.54778, 310, '01.09.2023 06:51'), (47.26028, 8.5, 310, '01.09.2023 06:56'), (47.03945, 8.53222, 306, '01.09.2023 06:58'), (46.60667, 8.59417, 250, '01.09.2023 07:01'), (46.43611, 8.61833, 218, '01.09.2023 07:03'), (46.27306, 8.47222, 190, '01.09.2023 07:04'), (46.10972, 8.49556, 190, '01.09.2023 07:06'), (45.8975, 8.60972, 161, '01.09.2023 07:08'), (45.76445, 8.76417, 129, '01.09.2023 07:10'), (45.6175, 8.87695, 107, '01.09.2023 07:12'), (45.50306, 8.90806, 88, '01.09.2023 07:13'), (45.38833, 8.93917, 61, '01.09.2023 07:15'), (45.37833, 8.77695, 32, '01.09.2023 07:19'), (45.51111, 8.76667, 26, '01.09.2023 07:22'), (45.63, 8.72306, 0, '01.09.2023 07:24')]
264867991;[(37.33333, -121.91667, 0, '31.08.2023 23:53'), (37.33333, -121.91667, 0, '01.09.2023 00:03'), (38.07445, -121.00389, 266, '01.09.2023 00:12'), (39.18028, -120.26972, 402, '01.09.2023 00:22'), (39.53139, -119.65611, 410, '01.09.2023 00:26'), (40.29278, -118.72528, 410, '01.09.2023 00:34'), (41.03, -117.79472, 410, '01.09.2023 00:41'), (41.74389, -116.86389, 410, '01.09.2023 00:48'), (42.43472, -115.93306, 410, '01.09.2023 00:54'), (43.10361, -115.00222, 410, '01.09.2023 01:01'), (43.75056, -114.07167, 410, '01.09.2023 01:07'), (44.37639, -113.14083, 410, '01.09.2023 01:13'), (44.98195, -112.21, 410, '01.09.2023 01:19'), (45.56722, -111.27945, 410, '01.09.2023 01:25'), (46.13361, -110.34861, 410, '01.09.2023 01:31'), (46.68083, -109.41778, 410, '01.09.2023 01:37'), (47.21, -108.48695, 410, '01.09.2023 01:43'), (47.72111, -107.55639, 410, '01.09.2023 01:48'), (48.21528, -106.62556, 410, '01.09.2023 01:53'), (48.67167, -105.80861, 410, '01.09.2023 01:58'), (49.11445, -104.99139, 410, '01.09.2023 02:03'), (49.54361, -104.17445, 410, '01.09.2023 02:08'), (49.95972, -103.35722, 410, '01.09.2023 02:12'), (50.36306, -102.54028, 410, '01.09.2023 02:17'), (50.75445, -101.69361, 410, '01.09.2023 02:22'), (51.13333, -100.84667, 410, '01.09.2023 02:26'), (51.5, -100.0, 410, '01.09.2023 02:31'), (51.72945, -99.52139, 410, '01.09.2023 02:33'), (51.92445, -99.10778, 410, '01.09.2023 02:35'), (52.05139, -98.835, 410, '01.09.2023 02:37'), (52.22583, -98.19639, 410, '01.09.2023 02:40'), (52.39556, -97.55778, 410, '01.09.2023 02:43'), (52.83639, -96.61306, 410, '01.09.2023 02:48'), (53.26139, -95.66833, 410, '01.09.2023 02:53'), (53.67056, -94.72361, 410, '01.09.2023 02:58'), (54.06472, -93.77889, 410, '01.09.2023 03:03'), (54.44445, -92.83417, 414, '01.09.2023 03:07'), (54.80972, -91.88945, 441, '01.09.2023 03:12'), (55.16167, -90.94472, 450, '01.09.2023 03:16'), (55.5, -90.0, 450, '01.09.2023 03:21'), (55.80278, -89.0, 450, '01.09.2023 03:25'), (56.09306, -88.0, 450, '01.09.2023 03:30'), (56.37111, -87.0, 450, '01.09.2023 03:34'), (56.63722, -86.0, 450, '01.09.2023 03:38'), (56.89167, -85.0, 450, '01.09.2023 03:42'), (57.13472, -84.0, 450, '01.09.2023 03:46'), (57.36695, -83.0, 450, '01.09.2023 03:50'), (57.58833, -82.0, 450, '01.09.2023 03:54'), (57.79917, -81.0, 450, '01.09.2023 03:58'), (58.0, -80.0, 450, '01.09.2023 04:02'), (58.19167, -79.0, 450, '01.09.2023 04:06'), (58.37361, -78.0, 450, '01.09.2023 04:10'), (58.54611, -77.0, 450, '01.09.2023 04:13'), (58.70917, -76.0, 450, '01.09.2023 04:17'), (58.86306, -75.0, 450, '01.09.2023 04:21'), (59.00778, -74.0, 450, '01.09.2023 04:24'), (59.14361, -73.0, 450, '01.09.2023 04:28'), (59.27111, -72.0, 450, '01.09.2023 04:32'), (59.38972, -71.0, 450, '01.09.2023 04:35'), (59.5, -70.0, 450, '01.09.2023 04:39'), (59.6325, -69.03333, 450, '01.09.2023 04:42'), (59.75722, -68.06667, 450, '01.09.2023 04:45'), (59.87361, -67.1, 450, '01.09.2023 04:49'), (59.9825, -66.13333, 450, '01.09.2023 04:52'), (60.08333, -65.16667, 450, '01.09.2023 04:55'), (60.15306, -64.27083, 450, '01.09.2023 04:59'), (60.21639, -63.375, 450, '01.09.2023 05:02'), (60.27361, -62.47917, 450, '01.09.2023 05:05'), (60.32445, -61.58333, 450, '01.09.2023 05:08'), (60.36917, -60.6875, 450, '01.09.2023 05:11'), (60.40778, -59.79167, 450, '01.09.2023 05:14'), (60.44028, -58.89583, 450, '01.09.2023 05:17'), (60.46667, -58.0, 450, '01.09.2023 05:20'), (60.56056, -57.0, 450, '01.09.2023 05:23'), (60.64667, -56.0, 450, '01.09.2023 05:26'), (60.72472, -55.0, 450, '01.09.2023 05:30'), (60.795, -54.0, 450, '01.09.2023 05:33'), (60.85778, -53.0, 450, '01.09.2023 05:36'), (60.91278, -52.0, 450, '01.09.2023 05:40'), (60.96, -51.0, 450, '01.09.2023 05:43'), (61.0, -50.0, 450, '01.09.2023 05:46'), (61.03056, -49.09083, 450, '01.09.2023 05:49'), (61.055, -48.18195, 450, '01.09.2023 05:52'), (61.07333, -47.27278, 450, '01.09.2023 05:55'), (61.08556, -46.36361, 450, '01.09.2023 05:58'), (61.09167, -45.45445, 450, '01.09.2023 06:01'), (61.09167, -44.54556, 450, '01.09.2023 06:04'), (61.08556, -43.63639, 450, '01.09.2023 06:07'), (61.07333, -42.72722, 450, '01.09.2023 06:10'), (61.055, -41.81806, 450, '01.09.2023 06:13'), (61.03056, -40.90917, 450, '01.09.2023 06:16'), (61.0, -40.0, 450, '01.09.2023 06:19'), (60.93583, -39.0, 450, '01.09.2023 06:23'), (60.86389, -38.0, 450, '01.09.2023 06:26'), (60.78417, -37.0, 450, '01.09.2023 06:29'), (60.69667, -36.0, 450, '01.09.2023 06:33'), (60.60111, -35.0, 450, '01.09.2023 06:36'), (60.49778, -34.0, 450, '01.09.2023 06:39'), (60.38583, -33.0, 450, '01.09.2023 06:43'), (60.26583, -32.0, 450, '01.09.2023 06:46'), (60.13722, -31.0, 450, '01.09.2023 06:49'), (60.0, -30.0, 450, '01.09.2023 06:53'), (59.84361, -29.0, 450, '01.09.2023 06:56'), (59.67833, -28.0, 450, '01.09.2023 07:00'), (59.50361, -27.0, 450, '01.09.2023 07:03'), (59.31945, -26.0, 450, '01.09.2023 07:07'), (59.12528, -25.0, 450, '01.09.2023 07:10'), (58.92139, -24.0, 450, '01.09.2023 07:14'), (58.70695, -23.0, 450, '01.09.2023 07:18'), (58.48222, -22.0, 450, '01.09.2023 07:22'), (58.24667, -21.0, 450, '01.09.2023 07:25'), (58.0, -20.0, 450, '01.09.2023 07:29'), (57.82, -19.0, 450, '01.09.2023 07:33'), (57.63028, -18.0, 450, '01.09.2023 07:37'), (57.43056, -17.0, 450, '01.09.2023 07:41'), (57.22056, -16.0, 450, '01.09.2023 07:45'), (57.0, -15.0, 450, '01.09.2023 07:49'), (57.0, -14.98333, 450, '01.09.2023 07:49'), (56.77889, -14.31583, 450, '01.09.2023 07:52'), (56.48667, -13.43278, 450, '01.09.2023 07:56'), (56.18333, -12.55, 450, '01.09.2023 08:00'), (56.13333, -12.45, 450, '01.09.2023 08:00'), (55.84528, -11.63333, 450, '01.09.2023 08:04'), (55.5475, -10.81667, 450, '01.09.2023 08:08'), (55.23945, -10.0, 450, '01.09.2023 08:12'), (54.93056, -9.13083, 450, '01.09.2023 08:16'), (54.61028, -8.26195, 450, '01.09.2023 08:20'), (54.27889, -7.39278, 443, '01.09.2023 08:24'), (54.26667, -7.35, 440, '01.09.2023 08:24'), (53.90861, -6.425, 392, '01.09.2023 08:29'), (53.53722, -5.5, 330, '01.09.2023 08:34'), (53.52861, -5.15917, 321, '01.09.2023 08:35'), (53.51889, -4.8525, 310, '01.09.2023 08:37'), (53.48639, -3.96111, 282, '01.09.2023 08:41'), (53.41333, -3.60833, 270, '01.09.2023 08:43'), (53.19417, -3.1925, 229, '01.09.2023 08:45'), (53.07667, -2.88278, 200, '01.09.2023 08:47'), (52.81861, -2.3075, 135, '01.09.2023 08:51'), (52.61333, -1.91722, 50, '01.09.2023 08:56'), (52.54028, -1.845, 23, '01.09.2023 08:59'), (52.45389, -1.74806, 0, '01.09.2023 09:01')]
